datetime,username,location,label,text_clean,text_preprocessed
2022-08-23 04:56:41+00:00,beritaKBR,"Jakarta, Indonesia",positive,ingin mempersiapkan menyongsong kehadiran daripada pemilihan umum  dengan suasana optimisme,"['songsong', 'hadir', 'pilih', 'suasana', 'optimisme']"
2022-02-28 15:55:46+00:00,ekky1995,Malang,neutral,macem pilpres  nanti misal capres yang ada cuma anies rk sama lini zq ya orang bakal lebih milih antara anies atau rk juga sih  lini zq lah siapa pula itu orang ujar mayoritas masyarakat akar rumput indonesia,"['macem', 'pilpres', 'capres', 'anies', 'rk', 'lini', 'zq', 'ya', 'orang', 'milih', 'anies', 'rk', 'sih', 'lini', 'zq', 'orang', 'mayoritas', 'masyarakat', 'akar', 'rumput', 'indonesia']"
2022-02-28 14:44:21+00:00,b_djowibowo,"Jakarta, Indonesia",neutral,dirs yg diusulkan ditunda kan pemilu  bukan pilpres  kalau ditunda yg diperpanjang masa jabatannya bukan cuma presiden juga kader parpol yg duduk di parlemen dan kementrian,"['dirs', 'yg', 'usul', 'tunda', 'milu', 'pilpres', 'tunda', 'yg', 'panjang', 'jabat', 'presiden', 'kader', 'parpol', 'yg', 'duduk', 'parlemen', 'tri']"
2022-12-26 13:10:48+00:00,AlfredoJuna,Tangerang,positive,presiden  menginginkan agar  kondusif dan tetap adem,"['presiden', 'kondusif', 'adem']"
2022-08-02 14:48:14+00:00,MC_Nishidella98,Surabaya,neutral,sampai tujuan anda yg menikmati suasana anda siap menjelang pemilu,"['tuju', 'yg', 'nikmat', 'suasana', 'jelang', 'milu']"
2022-03-31 21:26:39+00:00,DhamidahS,Jakarta,positive,pak ganjar kalau jadi presiden gantiin yg terlalu lama  tapi jangan pake pasangan yg sombong tapi pilih pasangan wapres yang tahu untuk meletakkan dirinya sebagai apa,"['ganjar', 'presiden', 'gantiin', 'yg', 'pake', 'pasang', 'yg', 'sombong', 'pilih', 'pasang', 'wapres', 'letak']"
2022-11-22 17:02:06+00:00,ken_nasution,Bekasi,neutral,kalo udah mau pilpres banyak kali lembagaâ² baru bermunculan di manamana ada pelantikan pengurusnya pun terlihat saudaraâ² ketua semuanya semua saling klaim punya basis massa biar bisa jualan politik,"['kalo', 'udah', 'pilpres', 'kali', 'lembaga', 'muncul', 'manamana', 'lantik', 'urus', 'saudara', 'ketua', 'klaim', 'basis', 'massa', 'biar', 'jual', 'politik']"
2022-03-30 15:02:00+00:00,dorseysilalahi,Jakarta,positive,di setiap kunjungan pak ganjar terlihat ramai warga menyambut beliau aku ikut senang my indonesian presidenttobe ðÿ¥°,"['kunjung', 'ganjar', 'ramai', 'warga', 'sambut', 'beliau', 'senang', 'my', 'indonesian', 'presidenttobe', '']"
2022-03-28 05:01:54+00:00,Yadikhanza11,"Semarang, Jawa Tengah",negative,alasan doang yang mau menunda pemilu itu demi kelancaran sendiri,"['alas', 'doang', 'tunda', 'milu', 'lancar']"
2022-03-28 04:51:47+00:00,Darmaputrackr,Jakarta,neutral,siap secara serentak   pengiriman waktu tepat,"['serentak', 'kirim']"
2021-03-15 13:35:26+00:00,Usman85us,"Jakarta, Indonesia",neutral,ditengah ketidakpastian dan lemahnya penegakan hukum pemilu kerja berat sedang menanti semoga pemilu  dgn segala macam problem yg muncul bisa jadikan pelajaran utk lebih baik lagi,"['tengah', 'ketidakpastian', 'lemah', 'tega', 'hukum', 'milu', 'kerja', 'berat', 'moga', 'milu', 'dgn', 'problem', 'yg', 'muncul', 'jadi', 'ajar', 'utk']"
2022-03-17 04:13:48+00:00,BregasTR,Surabaya,negative,kurang jelas seperti apa lagi sekarang irasional sdh diobral sedemikian rupa sampai harus makar thd konstitusi orang dgn julukan lord itu semakin melewati batas dia lah yg selama ini merusak republik indonesia  sampai kapan rakyat indonesia mendiamkan hal ini,"['irasional', 'sdh', 'obral', 'rupa', 'makar', 'thd', 'konstitusi', 'orang', 'dgn', 'juluk', 'lord', 'lewat', 'batas', 'yg', 'rusak', 'republik', 'indonesia', 'rakyat', 'indonesia', 'diam']"
2022-03-11 13:49:20+00:00,nalarinstitute,D.I. Yogyakarta,negative,semakin hari wacana penundaan pemilu kian menguat meski mendapatkan penolakan dari sejumlah pihak usulan ini tetap mengkhawatirkan bagi publik ketakutan kembali berada di bawah pemerintahan yang otoriter terasa nyata   cc,"['wacana', 'tunda', 'milu', 'kian', 'kuat', 'tolak', 'usul', 'khawatir', 'publik', 'takut', 'perintah', 'otoriter', 'nyata', 'cc']"
2022-03-06 09:50:20+00:00,avarm_,"Malang, Indonesia",neutral,jika pemilu benar ditunda dampaknya tidak sederhana pendundaan pemilu artinya tak ada kompetisi untuk regenerasi kepemimpinan hal ini akan berdampak pada stagnasi ide hal ini juga berdampak terhambatnya kaderisasi partai politik,"['milu', 'tunda', 'dampak', 'sederhana', 'pendundaan', 'milu', 'kompetisi', 'regenerasi', 'pimpin', 'dampak', 'stagnasi', 'ide', 'dampak', 'hambat', 'kaderisasi', 'partai', 'politik']"
2022-04-25 13:44:10+00:00,syahirularif,"Semarang, Indonesia",positive,musashimasabi  perjuangan  sejatinya sdh ada titik terang siapa capres yg bs menangi kompetisi cm hrs ada yg bs menangkap tanda ini pdip hrs koalisi dg gerindra gpampprabowo paduan yg pas utk menangkal capres yg didukung pengasong khilafah radikal atau gp dg partai lain tetep maju bersama prabowo,"['musashimasabi', 'juang', 'sejati', 'sdh', 'titik', 'terang', 'capres', 'yg', 'bs', 'tang', 'kompetisi', 'cm', 'hrs', 'yg', 'bs', 'tangkap', 'tanda', 'pdip', 'hrs', 'koalisi', 'dg', 'gerindra', 'gpampprabowo', 'padu', 'yg', 'pas', 'utk', 'tangkal', 'capres', 'yg', 'dukung', 'asong', 'khilafah', 'radikal', 'gp', 'dg', 'partai', 'tetep', 'maju', 'prabowo']"
2022-04-25 13:05:11+00:00,musashi_masabi,"Kota Semarang, Indonesia",neutral,jika nasionalis pecah jadi dua jadi kelompok  dan kelompok   maka capres ke  agak melenggang mudah    dan perjuangan akan gigit jari selama  tahun berikutnya   ayo bersatu demi indonesia ðÿ‡®ðÿ‡©,"['nasionalis', 'pecah', 'kelompok', 'kelompok', 'capres', 'lenggang', 'mudah', 'juang', 'gigit', 'jari', 'ayo', 'satu', 'indonesia', '']"
2022-11-29 13:09:50+00:00,jakartatoleransi,"Jakarta Pusat, DKI Jakarta",neutral,jangan sampai agama justru di jadikan sebagai alasan untuk mengkotakkotak seluruh kehidupan yang ada di negara kita ini   islam,"['agama', 'jadi', 'alas', 'mengkotakkotak', 'hidup', 'negara', 'islam']"
2022-04-29 06:26:58+00:00,Yani03495310,Semarang,neutral,patters  pokoke jangan ada tulisan ganjar presiden aja itu udajh curi start duluaan tapi klo hanya bilang ganjar itu hanya memperkenalkan ada org namanya ganjar gitu lhooo,"['patters', 'pokoke', 'tulis', 'ganjar', 'presiden', 'aja', 'udajh', 'curi', 'start', 'duluaan', 'klo', 'bilang', 'ganjar', 'kenal', 'org', 'nama', 'ganjar', 'gitu', 'lhooo']"
2022-04-24 05:26:36+00:00,PakrwCom,surabaya,neutral,kami ingin buktikan jika kami tidak hanya datang saat mau pemilu saja atau saat butuhnya saja kami juga datang untuk silaturahmi ujar joko cahyono,"['bukti', 'milu', 'butuh', 'silaturahmi', 'joko', 'cahyono']"
2022-04-24 01:24:35+00:00,momooi10,"Bandung, Jawa Barat",negative,biaya pemilu membengkak saat rakyat sedang kesulitan pantaskah,"['biaya', 'milu', 'bengkak', 'rakyat', 'sulit', 'pantas']"
2022-06-29 03:00:04+00:00,rossidobas,Jakarta,neutral,makin kesini makin mencolok tokoh yang akan maju ke penta politik penasaran pengan bedah dan pengan tahu seperti apa ya mereka bangun komunikasi politiknya di media hmmmm,"['kesini', 'colok', 'tokoh', 'maju', 'penta', 'politik', 'penasaran', 'kan', 'bedah', 'kan', 'ya', 'bangun', 'komunikasi', 'politik', 'media', 'hmmmm']"
2022-04-28 07:51:47+00:00,NdrewsTjan,Bandung,neutral,dan sangat diharapkan  tdk ada kata sprti ini yg keluar saat pilpres dan pilkada nanti   capres yg main politik identitas tdk layak untuk dipilih,"['harap', 'tdk', 'sprti', 'yg', 'pilpres', 'pilkada', 'capres', 'yg', 'main', 'politik', 'identitas', 'tdk', 'layak', 'pilih']"
2022-06-30 14:17:44+00:00,_adityakirana,South Jakarta,neutral,salah pilih capres tentu berpengaruh ke coattail effect alias efek ekor jas yang diharapkan oleh parpol penting untuk terus menjaga ritme menjelang pilpres sembari tetap mencari peluang selebihnya silakan baca di majalah gatra edisi terbaru ðÿ™‚,"['salah', 'pilih', 'capres', 'pengaruh', 'coattail', 'effect', 'alias', 'efek', 'ekor', 'jas', 'harap', 'parpol', 'jaga', 'ritme', 'jelang', 'pilpres', 'sembari', 'cari', 'peluang', 'lebih', 'sila', 'baca', 'majalah', 'gatra', 'edisi', 'baru', '']"
2022-05-31 11:07:30+00:00,odjat70,Jakarta,neutral,iya lagi nunggu ganti president,"['iya', 'nunggu', 'ganti', 'president']"
2022-12-30 20:59:13+00:00,TEABOBI,Bekasi,neutral,prediksi pilpres tahun  akan diikuti  empat  capres yaitu    prabowo subianto  gerindrapkb   anies baswedan nasdempksperindohanura   ganjar pranowo pdippsi   ridwan kamil golkarpanppp,"['prediksi', 'pilpres', 'ikut', 'capres', 'prabowo', 'subianto', 'gerindrapkb', 'anies', 'baswedan', 'nasdempksperindohanura', 'ganjar', 'pranowo', 'pdippsi', 'ridwan', 'kamil', 'golkarpanppp']"
2022-05-31 15:40:52+00:00,Naollivia,Ngalam,neutral,untuk pendukung pak  janganlah menjelekâ²an capres lain black campaign atau membully capres lain itu gak baik walopun beritaâ² negatif capres itu sdh banyak di google tp gak usahlah kalian angkat lagi untuk menyerang dia fokus sj dg capres kalian contoh berita ðÿ‘‡,"['dukung', 'jelek an', 'capres', 'black', 'campaign', 'membully', 'capres', 'gak', 'walopun', 'berita', 'negatif', 'capres', 'sdh', 'google', 'tp', 'gak', 'usah', 'angkat', 'serang', 'fokus', 'sj', 'dg', 'capres', 'contoh', 'berita', '', '', '']"
2022-05-31 11:47:21+00:00,gananjaya,Bandung,neutral,ini seh seru partai nya harus cantumkan capres nya dulu gak ya,"['seh', 'seru', 'partai', 'nya', 'cantum', 'capres', 'nya', 'gak', 'ya']"
2022-05-31 19:29:02+00:00,L10nel_Me55i,Tangerang Selatan,neutral,keistimewaan twit pak anies apapun yg di tweet selalu trending rasaku bukan karena kontennya tapi krn nitizen nya seharunya pak ganjar tiru pak anies biar imbang pemilu nanti krn followernya anies jt vs ganjar jt gk imbang gk seru,"['istimewa', 'twit', 'anies', 'apa', 'yg', 'tweet', 'trending', 'rasa', 'konten', 'krn', 'nitizen', 'nya', 'haru', 'ganjar', 'tiru', 'anies', 'biar', 'imbang', 'milu', 'krn', 'followernya', 'anies', 'jt', 'vs', 'ganjar', 'jt', 'gk', 'imbang', 'gk', 'seru']"
2022-01-13 03:47:21+00:00,PakPolin_,"Jakarta Pusat, DKI Jakarta",neutral,kepala divisi humas polri irjen pol dedi prasetyo memprediksi penyebaran hoax dan gerakan hitam mulai meningkat dari tahun ini,"['kepala', 'divisi', 'humas', 'polri', 'irjen', 'pol', 'dedi', 'prasetyo', 'prediksi', 'sebar', 'hoax', 'gera', 'hitam', 'tingkat']"
2022-01-28 03:27:36+00:00,beritaKBR,"Jakarta, Indonesia",neutral,sekarang ini prosesnya yang berjalan ya itu yang jadi ketentuan kesepakatankesepakatan itu nanti ketika terjadi proses seperti apa ya nanti di jalan tentu akan ada penyesuaian kata wapres,"['proses', 'jalan', 'ya', 'tentu', 'kesepakatankesepakatan', 'proses', 'ya', 'jalan', 'sesuai', 'wapres']"
2022-11-26 15:04:44+00:00,sasmitorubai,"Semarang, Jawa Tengah",neutral,hindari pemborosan anggaran sebaiknya pilpres satu putaran saja,"['hindar', 'boros', 'anggar', 'pilpres', 'putar']"
2022-05-27 12:30:27+00:00,Aryprasetyo85,"Jakarta Pusat, DKI Jakarta",positive,perjuangan masyarakat untuk menghantarkan  untuk menjadi presiden  berlanjut di menteng atas jakarta selatan,"['juang', 'masyarakat', 'hantar', 'presiden', 'lanjut', 'menteng', 'jakarta', 'selatan']"
2022-05-27 06:09:27+00:00,Anisah_poenya,"Depok, Jawa Barat",neutral,ayu   lihat tweet jalan sama pak presiden kek santuy banget bliokek lagi jalan sama bapaknya aja ðÿ¤­ðÿ¤­ðÿ˜,"['ayu', 'lihat', 'tweet', 'jalan', 'presiden', 'kek', 'santuy', 'banget', 'bliokek', 'jalan', 'bapak', 'aja', '']"
2022-06-22 23:59:26+00:00,abudzaky2015,Malang,neutral,menjelang pilpres  semakin banyak isu ini sebagai alasan untuk menjatuhkan lawan politik,"['jelang', 'pilpres', 'isu', 'alas', 'jatuh', 'lawan', 'politik']"
2022-05-30 23:14:43+00:00,bakcerpen,Semarang,neutral,juga semua begitu kecuali capres dari kelompok anu,"['kecuali', 'capres', 'kelompok', 'anu']"
2022-11-27 10:03:11+00:00,Cyko_as_Coky,"Malang, Jawa Timur",neutral,bangsa  bukan sombong setiap orang ada waktunya  jabatan mah cm titipan  udah selesai ya digantikan orang lain  jokowi jg bakal selesai kok  jadi kan lebih baik perjuangkan orang yg ente dukung dan senangi di pilpres nanti dngn menyosialisasikan ide dan gagasannya yg brilian ðÿ˜‰,"['bangsa', 'sombong', 'orang', 'jabat', 'mah', 'cm', 'titip', 'udah', 'selesai', 'ya', 'ganti', 'orang', 'jokowi', 'jg', 'selesai', 'juang', 'orang', 'yg', 'ente', 'dukung', 'senang', 'pilpres', 'dngn', 'sosialisasi', 'ide', 'gagas', 'yg', 'brilian', '']"
2022-11-26 23:44:10+00:00,MkRezim,Jakarta,neutral,tp kita harus lawan jika kpu curang jangan pakai hitung cepatquick countagar tdk salah inputkantuntaskan konflik pilpres di kpu brsm bawaslu jika konflik pilpres di bawa ke mkpradugagt mk condong ke capres fihak penguasa tnipolri bersikaplah netral,"['tp', 'lawan', 'kpu', 'curang', 'pakai', 'hitung', 'cepatquick', 'countagar', 'tdk', 'salah', 'inputkantuntaskan', 'konflik', 'pilpres', 'kpu', 'brsm', 'bawaslu', 'konflik', 'pilpres', 'bawa', 'mkpradugagt', 'mk', 'condong', 'capres', 'fihak', 'kuasa', 'tnipolri', 'sikap', 'netral']"
2022-05-23 14:55:09+00:00,acehsatumedia,Jakarta,negative,wacana penundaan pemilu bukan hal yang bisa dianggap mainmain mengenai hal ini sudah pasti rakyat sudah sangat gerah dengan isu penundaan pemilu,"['wacana', 'tunda', 'milu', 'anggap', 'mainmain', 'rakyat', 'gerah', 'isu', 'tunda', 'milu']"
2022-05-08 00:57:09+00:00,at_Frederich18,"Jakarta, Indonesia",negative,ali maksudnya sudah skenario keinginan dari awal rezim sekarang menunda  serta mengupayakan agar bisa   ðÿ™„,"['ali', 'maksud', 'skenario', 'rezim', 'tunda', 'upaya', '', '']"
2022-05-31 04:37:24+00:00,H4T14K4LN4L42,Surabaya,neutral,hya saran bagi para kandidat bertarung di capres       dll jika berjiwa nasionalis mghargai dmokrasi fairlah tuk tidak mencalonkan pilpres jika threshold  tak dikembalikan ke  jika lanjut anda bagian dari oligarki sendiri,"['hya', 'saran', 'kandidat', 'tarung', 'capres', 'dll', 'jiwa', 'nasionalis', 'mghargai', 'dmokrasi', 'fairlah', 'tuk', 'calon', 'pilpres', 'threshold', 'kembali', 'oligarki']"
2022-05-29 14:00:58+00:00,wijimoharwan,"Kota Bogor, Jawa Barat",neutral,capreskan saja para ketum parpol yang bener siap bertarung   hrt  hasan  saya yakin polarisasi media sosial akan sedikit berbeda setiap hari dimuakkan olah dua kelompok yg tak ada hentinya ejekan,"['capreskan', 'tum', 'parpol', 'bener', 'tarung', 'hrt', 'hasan', 'polarisasi', 'media', 'sosial', 'beda', 'muak', 'olah', 'kelompok', 'yg', 'henti', 'ejek']"
2022-06-22 17:29:39+00:00,aindraku,Bandung,neutral,hp  yups pilpres itu yang akan dipilih pasangan jangan terpaku hanya sama satu orang saja nanti bingung sendiri kalau pasangannya kontroversial ðÿ˜ž,"['hp', 'yups', 'pilpres', 'pilih', 'pasang', 'terpa', 'orang', 'bingung', 'pasang', 'kontroversial', '']"
2022-05-29 11:26:13+00:00,Hendri_Mantis,Bandung,neutral,ada  dgn pdip ada  dari pdip kira nama siapa capres yg akan dihabisi oleh koalisi besar sbg pion seolah demokrasi berjalan dgn benar,"['dgn', 'pdip', 'pdip', 'nama', 'capres', 'yg', 'habis', 'koalisi', 'sbg', 'pion', 'demokrasi', 'jalan', 'dgn']"
2022-05-24 12:48:06+00:00,hendri_hrm,Malang,negative,seperti nya  bergelora sekali mau masuk pilpres  nie sampai sampai belum saat nya kpu tuntas menyelesaikan tugas nya sudah mulai start kampanye ðÿ˜œðÿ˜œðÿ¤£ðÿ¤£ðÿ¤­ðÿ¤­,"['nya', 'gelora', 'masuk', 'pilpres', 'nie', 'nya', 'kpu', 'tuntas', 'selesai', 'tugas', 'nya', 'start', 'kampanye', '']"
2022-05-24 10:40:52+00:00,Minietweets_,Jakarta,negative,rakyat cerdas harus bisa menilai bahwa era reformasi adalah momentum indonesia untuk keluar dari kediktatoran dan jangan sampai fakta pilpres di philipina terjadi pada pilpres  yg membuat reformasi mandeg krn antek orba berkuasa kembali,"['rakyat', 'cerdas', 'nilai', 'era', 'reformasi', 'momentum', 'indonesia', 'diktator', 'fakta', 'pilpres', 'philipina', 'pilpres', 'yg', 'reformasi', 'mandeg', 'krn', 'antek', 'orba', 'kuasa']"
2022-11-29 00:11:58+00:00,hamidari2,"Jakarta, Indonesia",neutral,pilpres dan pileg digelar serentak ucap tjahjo,"['pilpres', 'pileg', 'gelar', 'serentak', 'tjahjo']"
2022-11-28 23:36:25+00:00,rahadhian_zaud,Surabaya,neutral,mau lengkap atau sepotong inti pembicaraan adalah meminta ketegasan presiden untuk membela diri dan golongan pemenang pilpres  bukan ketegasan memimpin negara sebagai presiden semua pihak yang berlawanan saat pilpres,"['lengkap', 'potong', 'inti', 'bicara', 'tegas', 'presiden', 'bela', 'golong', 'menang', 'pilpres', 'tegas', 'pimpin', 'negara', 'presiden', 'lawan', 'pilpres']"
2022-05-23 17:09:46+00:00,news_pantau,Yogyakarta,neutral,waduuhgitu yaa kok bisa ketergantungan yg didukung pak jokowi punya peluang besar menang di pilpres  wollahu alam nisshowaf tggu tgl mainnya aja gk diaik i kerso  berjuangsiapa yg kerja keras itu lah yg dimuka al jadi aamiin,"['waduuhgitu', 'yaa', 'gantung', 'yg', 'dukung', 'jokowi', 'peluang', 'menang', 'pilpres', 'wollahu', 'alam', 'nisshowaf', 'tggu', 'tgl', 'main', 'aja', 'gk', 'diaik', 'i', 'kerso', 'berjuangsiapa', 'yg', 'kerja', 'keras', 'yg', 'muka', 'al', 'aamiin']"
2022-05-23 15:41:55+00:00,AnakLolina2,Semarang,negative,artinya kordinasi sudah di lakukan bahwa anies harus terlihat nasionalis di mata org asing di sisi lain secara diam anies support somad amp pengikutnya utk terus berulah  buktinya mereka terus bersuara dukung anies maju pilpres,"['kordinasi', 'laku', 'anies', 'nasionalis', 'mata', 'org', 'asing', 'sisi', 'diam', 'anies', 'support', 'somad', 'amp', 'ikut', 'utk', 'ulah', 'bukti', 'suara', 'dukung', 'anies', 'maju', 'pilpres']"
2022-01-28 18:10:21+00:00,ruangpolitikcom,Jakarta,neutral,perludem harapkan penyelenggara pemilu  yang kompatibel,"['perludem', 'harap', 'selenggara', 'milu', 'kompatibel']"
2022-01-27 13:27:48+00:00,tictaxno,Malang,neutral,masih jauh tapi jadwalnya udah keluar aja,"['jadwal', 'udah', 'aja']"
2022-01-27 07:42:45+00:00,fajaronline,"Jakarta, Indonesia",neutral,jangan sampai rakyat terbelah golkar siap kawal tahapan pemilu,"['rakyat', 'belah', 'golkar', 'kawal', 'tahap', 'milu']"
2022-01-26 14:58:18+00:00,serambinews,Bandung,positive,pemilu merupakan hajatan seluruh rakyat indonesia semua pihak harus bersuka cita dan mengedepankan semangat persatuan,"['milu', 'hajat', 'rakyat', 'indonesia', 'suka', 'cita', 'depan', 'semangat', 'satu']"
2022-01-26 08:20:42+00:00,Bawaslu_malang,"Kota Malang, Jawa Timur",neutral,masa depan bangsa kita ada di tangan sahabat loh bersama kita jaga pemilu jaga demokrasi dan kita wujudkan keadilan pemilu salam awas,"['bangsa', 'tangan', 'sahabat', 'loh', 'jaga', 'milu', 'jaga', 'demokrasi', 'wujud', 'adil', 'milu', 'salam', 'awas']"
2022-01-25 15:47:16+00:00,PrabuNU5antara,Bandung,positive,kita berharap bahwa pelaksanaan pemilu pada  februari  yang bertepatan dengan hari kasih sayang betulbetul menyajikan pemilu yang sejuk tanpa perpecahan anak bangsa,"['harap', 'laksana', 'milu', 'februari', 'tepat', 'kasih', 'sayang', 'betulbetul', 'saji', 'milu', 'sejuk', 'pecah', 'anak', 'bangsa']"
2022-02-26 09:29:51+00:00,titianggraini,Jakarta,neutral,jangan buat gaduh lebih baik kader dan elite parpol turun ke masyarakat dan berikan edukasi politik terbaik agar pemilih berorientasi pada politik gagasan dan tidak mudah terpecah belah oleh pendekatan emosional hegemoni identitas,"['gaduh', 'kader', 'elite', 'parpol', 'turun', 'masyarakat', 'edukasi', 'politik', 'baik', 'pilih', 'orientasi', 'politik', 'gagas', 'mudah', 'pecah', 'belah', 'dekat', 'emosional', 'hegemoni', 'identitas']"
2022-02-26 03:17:32+00:00,latarterkemban4,"Jakarta, Indonesia",negative,stop rampas rakyat,"['stop', 'rampas', 'rakyat']"
2022-02-26 00:23:30+00:00,_ikhwanyan,"Bekasi, West Java",negative,usulan masa kerja presiden diperpanjang adalah hal yg mengadangada mau jadi apa demokrasi kita klo ruang demokrasi itu sendiri ditutup oleh mereka yang katanya sangat pancasilais dan tak radikal  setujukah kmu masa kerja  diperpanjang,"['usul', 'kerja', 'presiden', 'panjang', 'yg', 'mengadangada', 'demokrasi', 'klo', 'ruang', 'demokrasi', 'tutup', 'pancasilais', 'radikal', 'tuju', 'kmu', 'kerja', 'panjang']"
2022-03-02 04:35:36+00:00,niluhpuspareal,Surabaya,neutral,kalian dipilih lewat jalur demokrasi jangan durhaka jangan kacanh lupa kulit  ingat demokrasi diperjuangkan dengan nyawa dan darah,"['pilih', 'jalur', 'demokrasi', 'durhaka', 'kacanh', 'lupa', 'kulit', 'demokrasi', 'juang', 'nyawa', 'darah']"
2022-06-28 11:30:55+00:00,cendanao,"Depok, Jawa Barat",negative,pemilu belum elo dapat data darimana suara nasdem turun drastis survey,"['milu', 'elo', 'data', 'darimana', 'suara', 'nasdem', 'turun', 'drastis', 'survey']"
2022-11-30 15:04:15+00:00,AndreGa78981078,Semarang,neutral,erian buktikan pakkalau bapak tidak pakai politik identitas radikalisme di pilpres sekarang  thpolitik ada cara untuk mendapatkan kekuasan untuk kepentingan bisa saja dg mulut janji manis di suarakan untuk mendapatkan pecitraan diri cara kesuksesan masa lalu bisa di ulangi lagi,"['erian', 'bukti', 'pakkalau', 'pakai', 'politik', 'identitas', 'radikalisme', 'pilpres', 'thpolitik', 'kuas', 'penting', 'dg', 'mulut', 'janji', 'manis', 'suara', 'citra', 'sukses', 'ulang']"
2022-11-30 13:41:29+00:00,TriBamb26541602,Surabaya,negative,jelang pilpres saling serang yg merasa kalah kebingungan dengan segala cara dihalalkan contoh yg tak baik di pertontonkan oleh seorang presiden jokowi yg menggiring rakyat nya untuk memilih seorang capres,"['jelang', 'pilpres', 'serang', 'yg', 'kalah', 'bingung', 'halal', 'contoh', 'yg', 'tonton', 'presiden', 'jokowi', 'yg', 'giring', 'rakyat', 'nya', 'pilih', 'capres']"
2022-06-26 10:00:07+00:00,pramudo,Yogyakarta,neutral,komitmen tokoh dan elite politik dibutuhkan untuk menghentikan polarisasi di masyarakat yang memicu konflik dan dapat berakibat pada pembelahan masyarakat,"['komitmen', 'tokoh', 'elite', 'politik', 'butuh', 'henti', 'polarisasi', 'masyarakat', 'picu', 'konflik', 'akibat', 'belah', 'masyarakat']"
2022-06-24 06:56:37+00:00,kaspito,Jakarta,neutral,gimana kalau ternyata  diundur  tahun hayo lho ri id  ri perjuangan   undur saja  tahun utk  menjadi  tambahkan  thn pada masa jabatan presidenwapres menjadi  tahun amp  periode begitu,"['gimana', 'undur', 'hayo', 'lho', 'ri', 'id', 'ri', 'juang', 'undur', 'utk', 'tambah', 'thn', 'jabat', 'presidenwapres', 'amp', 'periode']"
2022-06-15 19:52:23+00:00,Honkidesuyo11,Bandung,neutral,parpol sadari daya rusak polarisasi,"['parpol', 'sadar', 'daya', 'rusak', 'polarisasi']"
2022-06-15 11:10:09+00:00,LaNyallaMM1,"DKI Jakarta, Indonesia",neutral,kami minta untuk mulai dikaji sehingga bisa dipakai sistem itu tetapi dari segi keamanan teknologi harus terjamin dan bisa diaudit forensik  id,"['kaji', 'pakai', 'sistem', 'segi', 'aman', 'teknologi', 'jamin', 'audit', 'forensik', 'id']"
2022-06-14 15:22:20+00:00,FachrulRazie2,Tangerang,neutral,tahapan pemilu  dimulai hari ini,"['tahap', 'milu']"
2022-06-29 14:49:06+00:00,Abdi_Nagari,Malang,neutral,masih ada keterikatan dgn cendana ðÿ˜ª  dah lahhh mending kyk pdip yg penting elektabilitas partai gak usah ketum partai nyalon kader yg muda dan berintegritas syarat usia  tahun capres masih berlaku,"['ikat', 'dgn', 'cendana', '', 'dah', 'lahhh', 'mending', 'kyk', 'pdip', 'yg', 'elektabilitas', 'partai', 'gak', 'tum', 'partai', 'nyalon', 'kader', 'yg', 'muda', 'integritas', 'syarat', 'usia', 'capres', 'laku']"
2022-06-29 11:32:22+00:00,MuhammadJafarK4,"Bandung, Indonesia",neutral,awalnya pilkada dki jkt  jokowi dibesarkan oleh   akan tetapi pd pilpres  dan  harus berhadapan prabowo vs jokowi hasilnya x prabowo terpaksa hrs terima kekalahan  prabowo akan bertarung lagi dgn capres yg di usung jokowi,"['pilkada', 'dki', 'jkt', 'jokowi', 'besar', 'pd', 'pilpres', 'hadap', 'prabowo', 'vs', 'jokowi', 'hasil', 'x', 'prabowo', 'paksa', 'hrs', 'terima', 'kalah', 'prabowo', 'tarung', 'dgn', 'capres', 'yg', 'usung', 'jokowi']"
2022-02-28 23:37:25+00:00,agusabah1980,Jakarta,negative,apalah artinya semua itu klo pas pemilihan pilkada dan pilpres masih bisa di bohongi dengan citra terlebih fanatisme buta akan sosok politisi,"['apa', 'klo', 'pas', 'pilih', 'pilkada', 'pilpres', 'bohong', 'citra', 'fanatisme', 'buta', 'sosok', 'politis']"
2022-11-30 16:39:12+00:00,kopi_strawberry,Bandung,neutral,setiap pilpres dan piala dunia pasti pada saling ejek ejekan gontok gontokan memastikan kalo pilihannya yang paling unggul dan terbaik  aku mah netral semua aku support  menang kalah udah biasa dalam pertandingan jadilah supporter yang bijak ðÿ¥°,"['pilpres', 'piala', 'dunia', 'ejek', 'ejek', 'gontok', 'gontok', 'kalo', 'pilih', 'unggul', 'baik', 'mah', 'netral', 'support', 'menang', 'kalah', 'udah', 'tanding', 'supporter', 'bijak', '']"
