,datetime,sentiment,locations,labels
211,2022-04-22 07:33:02+00:00,butuh selenggara milu siap salah satu draft pkpu rencana bahas rapat idulfitri,jakarta,neutral
212,2022-11-28 03:13:46+00:00,prediksi calon gilir presiden hasil milu,bandung,neutral
213,2022-03-20 03:34:44+00:00,uang bayar massa mending bantu subsidi minyak bandung raya,depok,neutral
214,2022-07-31 15:19:26+00:00,milu hijab,jakarta,negative
215,2022-03-31 09:52:49+00:00,moga kelak pimpin negeri lbh komplet mas wakil arah bangsa gitu aja sih harap,jakarta,positive
216,2022-05-31 19:29:02+00:00,istimewa twit anies apa yg tweet trending rasa konten krn nitizen nya haru ganjar tiru anies biar imbang milu krn followernya anies jt vs ganjar jt gk imbang gk seru,tangerang ,neutral
217,2022-11-29 00:11:58+00:00,pilpres pileg gelar serentak tjahjo,jakarta,neutral
218,2022-01-26 17:24:47+00:00,capres boneka nih lanjut pinokio,tangerang,negative
219,2022-07-30 05:03:35+00:00,presiden ingat rawan buru buru tentu dukung pilpres,bandung,neutral
220,2022-01-31 12:36:14+00:00,masyaallahsemoga beliau presiden yah aamiin, jakarta,positive
221,2022-05-31 08:54:04+00:00,si bego jebak elu tetep menang jd saran lu pas milu golput biar surat suara lu manfaat lu pinter dgn ttp dtg tps lu bikin surat suara lu gak sah dgn lu coblos muka calon,semarang,negative
222,2022-09-30 12:28:03+00:00,presiden orang indonesia asli,jakarta,negative
223,2022-02-24 14:50:23+00:00,rakyat indonesia banyak percaya janji ucap periode milu jurdil jokowi kalah yg menang,bogor,negative
224,2022-09-29 13:55:31+00:00,ckup jd bangsa sj ckup dah bbrp kali gagal jd presiden lbh elok dukung jd capres sy ktka grndra dmkrat pks nasdem gabung d rakyat ttp simpati kpd,jakarta,neutral
225,2022-10-30 06:03:21+00:00,orang pintar ajar orang dermawan dukung capres ganjar pasang cawapres ridwan pasang ideal maju sejahtera jaya indonesia ganjar ridwan,bandung,positive
226,2022-09-30 03:46:07+00:00,untung mncari tukang bangun mncari calon presiden yg ahli strategi ahli negosiasi ahli koordinasi kandidat yg layak hitung,bandung,positive
227,2022-06-22 23:24:39+00:00,tanda pilpres sdh,jakarta ,neutral
228,2022-09-30 22:53:48+00:00,udah gitu populer ga sentuh hukum hebat capres lg,jakarta,negative
229,2022-09-27 15:16:54+00:00,pilpres moga hasil nakhoda bijak damping menteri menteri kompeten wujud zaken kabinet kabinet diiisi profesional kompeten integritas abdi rakyat,jakarta,positive
230,2022-11-29 05:19:16+00:00,harap sbg rakyat kalo kelak presiden pornografi hala legal ya sy nuhun sewu mending nikah mudah murah,jakarta,positive
231,2022-04-30 11:11:30+00:00,yaa allaah bln romadhon mu yg mulia hamba mohon moga engkau dg kuat alam nusantara yg indah menjdkan bpk sbg presiden amp wakil presiden nkri aamiin, surabaya,positive
232,2022-08-29 18:31:00+00:00,gk presiden tukang nonton bokep generasi muda indonesia nnti nya amit,malang,negative
233,2022-07-26 15:13:19+00:00,sy harap maju pilpres prabowo tni tangguh mandiri dlm industri alutsista moga beliau pilih jd presiden indonesia mandiri bidang ekonomi visi misi beliau indonesia suasembada pangan,bandung,positive
234,2022-05-31 18:18:39+00:00,sssttt presiden lu si mukidi ogah ganti,jakarta,negative
235,2023-01-30 14:07:42+00:00,moga muncul harap pilpres calon calon berkwalitas selamat moga koalisi solid menang,tangerang,positive
236,2022-05-22 17:25:52+00:00,anak buah buruk citra terus calon jd capres gk dukung gk pilih,yogyakarta,negative
237,2022-12-30 02:03:09+00:00,amat politik nilai sukses kerja kbumn hasil nilai publik positif dlm dorong hadir transformasi tubuh bumn kuat dukung bekal pilpres, jakarta,positive
238,2022-02-28 10:54:54+00:00,sikap bijak presiden ri bijak menteri bijak udah nggak sabar pimpin,bandung,positive
239,2022-04-30 20:34:58+00:00,pilpres muncul turun tokoh pahlawan muncul turun pangeran diponegoro muncul turun raja maja pahit,bogor,neutral
240,2022-02-28 23:21:03+00:00,tunda milu periode silah tp hak konstitusi tolak lawan,semarang,neutral
241,2022-02-28 10:17:53+00:00,ekonomi meroketditandai naik harga minyak goreng kedelai telur daging sapi gas non subsidi publik puas az umur hidup ga nunda milu wkwkwkwkwkwk,depok,negative
242,2022-06-28 17:53:07+00:00,betapa hebat presiden indonesia bpk joko widodo moga pilpres thn pilih presiden yg mampu spt beliau,bekasi,positive
243,2022-10-31 23:43:16+00:00,benarbahkan anda karno hidup yg sanggup imbang capres prestasi beliouw yg fenomenal adlh anies sanggup gelontor apbd rp triliun kpd ormas minjam dana rp formula e, jakarta,negative
244,2022-06-29 10:16:54+00:00,profesor yg diikuli dll tebar narasi pimpin muslim yg pergi ibadah agama analogi calon presiden makan babi lakukanprofsampah,jakarta ,negative
245,2022-11-30 16:39:12+00:00,pilpres piala dunia ejek ejek gontok gontok kalo pilih unggul baik mah netral support menang kalah udah tanding supporter bijak,bandung,neutral
246,2022-03-27 12:42:00+00:00,moga ganjar pranowo presiden jokowi,jakarta,positive
247,2022-07-31 04:02:53+00:00,biar wilayah pribadi anies hubung elektabilitas capres capres anies konsisten jalan juang islam nya,tangerang,neutral
248,2022-03-22 11:39:50+00:00,lanyalla putus bangsa bangsa bangsa barat demokrasi pilih langsung demokrasi prosedural,bandung,neutral
249,2022-01-13 03:47:21+00:00,kepala divisi humas polri irjen pol dedi prasetyo prediksi sebar hoax gera hitam tingkat,jakarta ,neutral
250,2022-05-30 23:14:43+00:00,kecuali capres kelompok anu,semarang,neutral
251,2022-02-26 11:10:24+00:00,rubah parpol duduk jabat strategis parpol menang milu melaui parpolmu ubah parlemen alur,jakarta,neutral
252,2022-07-31 05:18:58+00:00,kyaknya yg jd calon menteri tuyul menteri uang, surabaya,negative
253,2022-10-31 05:56:03+00:00,orang ikhlas beliau presiden bang,surabaya,positive
254,2022-07-27 00:31:05+00:00,lumayan yg jd presiden jg,surabaya,neutral
255,2022-08-31 13:49:35+00:00,puan maharani harap presiden perempuan karpet merah puan maharani nilai unjuk gigi maju pilpres,bandung,neutral
256,2022-08-30 02:54:21+00:00,presiden perempuan partai kaes berat mbak ntah partai mbak ane yg milih aja berat,semarang,neutral
257,2022-01-31 10:31:15+00:00,keren mba ku sayang pokok e hati suara tuju utk nkri pilih ganjar presiden,bandung,positive
258,2022-05-23 17:09:46+00:00,waduuhgitu yaa gantung yg dukung jokowi peluang menang pilpres wollahu alam nisshowaf tggu tgl main aja gk diaik i kerso berjuangsiapa yg kerja keras yg muka al aamiin,yogyakarta,neutral
259,2022-12-29 05:37:00+00:00,moga aja ganjar pranowo maju pilpres presiden ri,jakarta,positive
260,2022-11-30 23:36:47+00:00,kl berani tarohan anis gk pilih jd presiden,bogor,negative
261,2022-01-30 16:50:40+00:00,yg sanggup terap adil bidang tegak hukum wajib dukung pilih presiden ri pilih capres yg percaya firman allah swt, jakarta,neutral
262,2022-06-29 02:48:17+00:00,jilat ruhut sukses ambil positif aja biasa om ruhut anies menang pilpres,jakarta ,positive
263,2022-06-28 10:24:53+00:00,moga ganjar presiden teman teman rakyat yg sgt senang semangat nggeh,malang,positive
264,2022-11-30 05:09:38+00:00,alhamdulillah terimakasih moga indonesia presiden yg pilih murni rakyat hasil penipuanpak for presiden insya allah,bekasi,positive
265,2022-01-28 08:51:10+00:00,bocor bocor bocor dukung capres abadi,jakarta,negative
266,2022-05-31 14:32:21+00:00,ngaca capres gubernur,tangerang,negative
267,2022-09-30 10:36:17+00:00,muak banget liat gin muncul jelang milu sya warga jateng bjorka gak usul trims,semarang,negative
268,2022-01-29 17:06:38+00:00,goa pribadi gak pilih capress,banten,negative
269,2022-04-21 08:00:02+00:00,keren banget moga indonesia lindung cipta pilpres,depok,positive
270,2022-11-30 12:05:09+00:00,sistem pemilupilpres rubah orang tak percaya pemilupilpres timbul ragu jenis,malang,neutral
271,2022-02-26 03:17:32+00:00,stop rampas rakyat,jakarta,neutral
272,2022-05-31 16:33:08+00:00,introspeksi brarti calon mu si suka mayoritas duduk indonesia nyaprespaham, jakarta,negative
273,2022-09-30 19:51:07+00:00,alhamdulillah rawan anies baswedan senang dukung dr saudi arabia unt maju pilpres kabul yaa mujib basailiin niat moga lg salah pilih pimpin,jakarta,positive
274,2022-10-31 23:40:10+00:00,hadap depan pendekar hadap depan ragu ragu ragu ragu hasil prabowo,jakarta,positive
275,2022-06-30 07:59:43+00:00,dukung presiden ri, jakarta,positive
276,2022-07-27 05:37:45+00:00,mas usung calon presiden calon wakil presiden mah cocok aspek kualitas pidato lebih,semarang,positive
277,2022-10-31 01:23:29+00:00,prabowo presiden,bekasi,positive
278,2022-09-30 17:51:42+00:00,emang anis cocok bkn tri cocok nya gubenur presiden tp loe ga tuju jga gpp bebas bro,jakarta,negative
279,2022-01-30 16:53:33+00:00,nyampe mikir presiden cocok guru les bahasa inggris,yogyakarta,negative
280,2022-02-28 08:23:15+00:00,selamat ganjar rambut nya moga amanah,tangerang,positive
281,2022-01-26 00:28:18+00:00,ganjarpranowo hati hati blunder elektabilitas turun susah nyalon presiden paksa konten, jakarta,neutral
282,2022-12-29 23:23:07+00:00,jakarta sejarah kelam pilkada ulang indonesia catat sejarah kelam pilpres,bandung,neutral
283,2022-01-31 23:55:56+00:00,presiden pks,depok,negative
284,2022-03-31 00:36:21+00:00,saking takut ganjar presiden kali bang main isu cuy,semarang,negative
285,2022-08-31 13:23:00+00:00,presiden jokowi jg islam tp dserang jg yg nyerang psti asong khilafah yg laku ga beda sm pkiplaying victim wan kibul serang pdhl pndukungnya yg suka kofar kafirin org bhkan muslim serangtobat lu drun, jakarta,negative
286,2022-07-26 17:10:59+00:00,sdh kontribusi thd negara biar tiket capress kpd amp dukung beliau beliau wujud citax negara yg kuat aman amp makmur rakyat nya kenang amp sejarah catat bangsa,bekasi,positive
287,2022-05-31 13:26:33+00:00,tanda jaman tanda pilpres,semarang,neutral
288,2022-11-30 21:55:42+00:00,walah aja org ga pantes jd presiden biar aja, semarang,negative
289,2022-05-25 14:26:34+00:00,kenang pilpres kemarenbuat intropeksi flasback kebelakangjngan smpai pilpres tipu model orang kayak beginisemoga indonesia mpunyai presiden cerdas ilmu intelektua yng tingi,jakarta,positive
290,2022-12-31 09:15:04+00:00,jd presiden istana jd basecamp dpp jd negara banteng gila ga nih org, jakarta,negative
291,2022-10-26 03:40:08+00:00,lanjut program perintah golkar libat jokowi tentu capres kib,bogor,neutral
292,2023-01-30 04:40:57+00:00,bukti anies baswedan hitung pilpres semangat anies moga presiden, jakarta,positive
293,2022-05-13 14:24:40+00:00,mari kuat satu lanjut program bangun indonesia makmur maju,tangerang,positive
294,2022-11-30 02:56:51+00:00,oh dadak kadrun suara milu,malang,negative
295,2022-07-31 12:33:19+00:00,amen moga diending tdk buyar krn kuat dasyat dr hak veto bu tum ambyar doa moga dengar tuhan dg pilih sbagai presiden bumi nkri cinta,malang  ,positive
296,2022-12-31 23:02:28+00:00,percaya utk calon presiden sungguh malu, jakarta,negative
297,2022-05-29 14:00:58+00:00,capreskan tum parpol bener tarung polarisasi media sosial beda muak olah kelompok yg henti ejek, bogor,neutral
298,2022-04-19 18:20:57+00:00,aksi unjuk mahasiswa tunggang kelompok radikal,bandung,neutral
299,2022-01-31 09:46:42+00:00,kades fokus kerja urus desa pengaruh isu milu,depok,neutral
300,2022-12-31 19:02:02+00:00,tempeeee sibuk dgn kengelesannya rasain loe telur dadar wkwkwkwkw banjir semarang n baznaz udah gitu ngebet mo jdi presiden,bandung,negative
301,2022-03-27 23:12:21+00:00,mancla mencle diri kalo presiden ora apik rakyat rezim bangsat guwe dukung noh,jakarta   ,negative
302,2022-06-26 09:37:05+00:00,moga pilpres prabowo kingmaker anies kerja ny rakyat pribumi masyarakat dki hasilny bukti milik jiwa patriot kesatria rela nkri pimpin anak muda kualitas kerja nyata,jakarta,positive
303,2022-09-30 13:28:13+00:00,bener gw pretttasinya rusak jakarta trus usung bbrp partai capres tuju coba ngedukung yg model ginimau ngerusak indonesia wajib tenggelam tuh partai, jakarta,negative
304,2022-03-27 11:29:39+00:00,l dukung tum berat lho milu calon yg kompeten,depok,negative
305,2022-04-30 16:50:45+00:00,mantap jelang pilpres tingkat pilih posisi atas jelang pilpres versi lembaga survei warna research center wrc,jakarta,positive
306,2022-05-31 08:43:35+00:00,ga kerja elektabilitas pantatin sianus survei menangin ganjar cuman survei pesan si anus menang pede capres, jakarta,negative
307,2023-01-31 23:09:09+00:00,penggal harap rakyat indonesia titip pundak anies baswedan moga allah swt kuat anies lampau tahap tantang allah takdir anies presiden ri,jogyakarta,positive
308,2022-06-29 15:11:56+00:00,zonk lok dapat sih tanda presiden segani harga bangsa pandang dr kaca benci ya dribkacamata pk zonk,tangerang,negative
309,2022-03-31 03:13:29+00:00,saing internal dalam kubu pertai rem berita hoax sebar turun pamor salah calon yg untung netizen udh kaga kaget manuver politik yg kek gin,jakarta,negative
310,2022-06-30 09:56:23+00:00,presiden kadal gurun,jakarta,negative
311,2022-04-24 01:24:35+00:00,biaya milu bengkak rakyat sulit pantas,bandung,negative
312,2022-11-26 15:04:44+00:00,hindar boros anggar pilpres putar,semarang,neutral
313,2022-06-28 21:49:14+00:00,darimana hilang suara milu elo cenayang dungu,depok,negative
314,2022-06-30 05:29:52+00:00,ha ha presiden ludruk,jakarta ,negative
315,2022-05-30 16:49:03+00:00,ujung zonk masyarakat sehat milih gimana coba presiden aja jawab kadrun kadrunwati,jakarta ,negative
316,2022-01-26 14:58:18+00:00,milu hajat rakyat indonesia suka cita depan semangat satu,bandung,positive
317,2022-02-28 22:13:25+00:00,trs tuk jadwal yg sdh dril kapeu trs uud jg dlnggar pilpres hrs ttp,bandung,neutral
318,2022-11-27 06:33:19+00:00,insya alloh anies yg pimpin negeri dngn pilpres jujur adil bismillah,jakarta,positive
319,2022-03-29 04:30:17+00:00,giat bal sembari presiden hadir acara aksi afirmasi bangga buat indonesia bincang sebentar sahabat menteri salam kompak indonesia maju,jakarta,neutral
320,2022-07-31 03:54:41+00:00,tokoh politik calon presiden monggo dengar suara rakyat judul isu politik milu video rakyat,bandung,neutral
321,2022-05-26 22:52:52+00:00,upaya penting politik utk pengaruh suara milu,depok,neutral
322,2022-06-30 16:59:29+00:00,si anis jd tonton kontestasi pencapresan endgame nis,bandung,negative
323,2022-08-29 04:06:12+00:00,iring dgn kuat dukung rakyat kpd menteri bumn erick thohir utk maju pilpres amp sukses dlm bersih bumn fitnah yg beliau semangat pa erick pohon kencang angin,jakarta,positive
324,2022-06-29 11:58:17+00:00,capres ninggalin umat islam udah gak laku,bandung,negative
325,2022-09-30 04:38:49+00:00,kaos aja muka asem presiden maaf kl ganjar mending prabowo yg turun yaman,bandung,negative
326,2022-12-29 01:26:38+00:00,moga aja pilpres aman kendali aamiin,malang,positive
327,2022-04-30 11:28:55+00:00,beda dgn kaos anies presiden pilpres th anies nyungsep tdk menang rakyat indonesia tdk pimpin presiden orang arab hadramaut kaos langsung jadi lap sepatu yg pakai, surabaya,negative
328,2022-11-29 03:13:21+00:00,doa moga prabowo sehat cita cita capai pilpres sukses jeka mending prabowo dekade,surabaya,positive
329,2022-02-25 07:14:26+00:00,sdh milu hrs undur thn khusus utk presiden krn salah satu biaya beli alutusta pk mana biaya milu cc,jakarta,neutral
330,2022-04-11 04:40:14+00:00,ya alloh lindung dn ga dr bahaya goda dn tipu daya moncong putih aamiin,surabaya,negative
331,2022-01-25 14:07:25+00:00,meng ber moga rusuh ulang pilpres satu indonesia world pinggir south,jakarta,positive
332,2022-01-31 11:28:11+00:00,hei mardani kau malu kah kau kumpul yg ulama dukung kalah dgn jargon gagal maning kau goyang lg jokowi dgn narasi ekonom sakit nalar hehehe gagal mardani,bekasi,negative
333,2022-03-31 10:31:43+00:00,tokoh dlm profil sll orang tua lahir tgl lahir sekolah mana bgmn prestasi sklhnya bgmn sd pilih dlm hari organisasi puncak capai harga yg didptnya presiden,bandung,neutral
334,2022-01-31 14:38:30+00:00,udah ambil ancang ikn hrs diri presiden nya khawatir anies presiden nasib nya reklamasi, jakarta,negative
335,2022-04-30 02:44:05+00:00,provinsi termisikin salah gubernur ehhhmalah dukung presiden owalahlogika bodoh,surabaya,negative
336,2022-06-28 11:32:30+00:00,pks yg isu radikal usung khilafah milu suara tambah ya,depok,neutral
337,2022-05-08 00:57:09+00:00,maksud skenario rezim tunda upaya,jakarta,negative
338,2022-02-23 16:44:08+00:00,wayang ga nyawa lu bain warga wadas manusia bernayawa persekusi mingkem njar njar gin mo presiden dpr congo aja lu mending,depok,negative
339,2022-07-31 12:32:14+00:00,emang kritik dengar emang sih sosok cermat tindak tanduk capres trus kritik habisn kl salah, jakarta,neutral
340,2022-10-31 11:55:49+00:00,rakyat tdk butuh bacot njing rakyat tuh butuh kerja bgni nih kalo kerja mbacot mulu thn ga beres model kerja bgni km ngebacot muluuu model kerja bgni presiden dasar kadal buntung loh, jakarta,negative
341,2022-02-28 10:48:15+00:00,ya partai buruh dukung presiden ri,bandung,positive
342,2022-07-27 05:02:39+00:00,ganjar dukung masyarakat pilpres contoh blitar salah ponpes sana gelar istighotsah doa ganjar hasil pilpres,yogyakarta,positive
343,2022-09-29 01:26:40+00:00,jutek banget sih mba ngeri kalo sampe jd presiden kerja ngomel,malang,negative
344,2022-08-23 06:04:56+00:00,setujuu anies cocok banget pasang bu puan pilpres moga wujud amiin,jakarta,positive
345,2022-08-31 08:00:56+00:00,top nih capres prabowo gabung cawapres mana pilih masyarakat cawapresnya prabowo atas unggul kerja,jakarta,positive
346,2021-11-12 20:55:54+00:00,legislator gerindra dpr ri temu atur milu tumpang tindih anggota komisi ii dpr ri rahmat muhajirin sorot regulasi sistem milu serentak,yogyakarta,neutral
347,2022-01-31 07:43:52+00:00,kalo gitu cocok presiden,jakarta,negative
348,2022-06-22 23:59:26+00:00,jelang pilpres isu alas jatuh lawan politik,malang,neutral
349,2022-09-30 15:49:44+00:00,klo daerah org familiar dgn gak kenal ganjar efek pilpres kmren org kmpung simpan memori capres lawan jokowi kmren klo pilpres lg pilih prabowo katanyasemoga ato psg capres cwpr,surabaya,neutral
350,2022-03-02 17:08:07+00:00,partai dah gak laku jual ketua dah gak layak tanding kontestasi politik akibat tersandra pelbagai tuju tunda milu sesuai maklumat lord menteri urus,bekasi,negative
351,2022-09-26 05:14:14+00:00,bismillahirrohmannirrohim warga jawa barat dukung pilih mas tri bumn erick thohir capres pilpres dukung alir deras bendung dr lapis masyarakat kali masyarakat jawa barat,bogor,positive
352,2022-06-30 22:42:56+00:00,presiden kalo sistem hukum msh spt skrg tdk ubah lbh fakta indonesia sdh ganti bbrp kali pimpin bukantaqwa tuh taqwa kpd hukum allah hukum buat manusia,semarang,neutral
353,2022-04-14 08:10:40+00:00,presiden joko widodo mewanti wanti masyarakat provokasi isu politik identitas gelar milu,malang,neutral
354,2022-05-27 15:26:55+00:00,model gin pengin presiden ngurus jateng aja blepot kampung semenjak jateng asai infrastruktur ancuran ambyar pokoke,malang,negative
355,2022-11-29 13:09:50+00:00,agama jadi alas kotak kotak hidup negara,jakarta ,neutral
356,2022-08-24 11:58:22+00:00,moga tdk bhw kelompok yg politik identitas pilpres moga kelompok promosi hebat pikir rencana langkah strategis jadi negara indonesia sbg negara yg aman masyarakat adil sejahtera,bogor,positive
357,2022-02-26 11:06:40+00:00,amandemen buka pintu masuk presiden wapres langgeng periodesasi jabat jawab gantung nafsuhasrat kekuasaaan yg milik presiden wapres yg kuasa rezim, jakarta,negative
358,2022-05-30 01:54:06+00:00,gak suka gak panas riak presiden dukung anies gak kegeeran segar ingat hormat syiaap presiden yg presiden, semarang,neutral
359,2022-10-29 16:31:15+00:00,capres miskin ide gagas isi cmn konten socmed kek orang jual skin care,malang,negative
360,2022-06-30 11:55:12+00:00,jgn sok plg hebat blm resmi jd capres sdh nyerang kanan kiriingat bs jd gubernur jasa usung jgn jd kacang lupa kulit,jakarta,negative
361,2022-06-30 10:03:47+00:00,gak milu calon politik identitas biang pecah,semarang,negative
362,2022-08-31 23:36:57+00:00,anda tau lawan berat pilpres amp kalah bantu jokowi kabinet prabowo serah dukung duet jokowi ahok pilkada logikaeson,jakarta,neutral
363,2022-10-31 23:44:25+00:00,insyaallah prabowo presiden tuk amin,jakarta,positive
364,2022-08-31 06:44:52+00:00,doa moga menang pilpres cawapresnya prabowo atas unggul kerja,jakarta,positive
365,2022-09-29 00:27:03+00:00,dengar suara rakyat paksa ambisi rakyat tunggu the next presiden,depok,positive
366,2022-03-31 09:23:18+00:00,mantab moga laga pilpres kerja posting an kenang pilpres,bandung,positive
367,2022-08-31 07:54:56+00:00,nyata banget capres prabowo pasang dgn potensi menang kontestasi cawapresnya prabowo atas unggul kerja,jakarta,positive
368,2022-12-28 12:00:07+00:00,harap beliau moga lancar pilpres puan harap rakyat,bogor,positive
369,2022-06-27 00:27:16+00:00,moga wujud pasang anies ahy pilpres aamiin yarabbal alamin,semarang,positive
370,2023-01-31 21:40:40+00:00,soal tiket segi emas layak milu laksana,jakarta,neutral
371,2022-09-26 11:06:20+00:00,maju anis sukses pilpres,surabaya,positive
372,2022-03-30 14:36:23+00:00,lo ga malu gt turun marwah jokowi presiden lo banding seorg gubernur segitu takut nya kah pasca ga dpt jatah nasi bungkus msh takut nya dr, jakarta,negative
373,2022-12-31 21:06:58+00:00,nih nipu hoax ngibul manaaaaaa lab nya presiden nipu,jakarta ,negative
374,2022-04-30 20:52:38+00:00,sm aje kaya makartuh presiden yg sah msh adatiba main claim aje ente jd pleciden klo jd pleciden yaman sah aje negara lu lg chaos,depok,negative
375,2022-11-30 11:31:37+00:00,hadir hadir giat agama doank gk cocok presiden,jakarta,negative
376,2022-02-28 04:10:09+00:00,menggaungka pan pkb golkar usul tunda milu kasihan tu yg kebelet presiden dijegat partai nggak nyesek tu,bandung,negative
377,2022-09-30 15:00:08+00:00,kasi buzeer anis kena preng anis maju kota bahagia rakyat nya nya anis presiden didik maju bukti nya dki jakarta aja ga becus urus warga nya haduh halu lo tinggi gila lo, bandung,negative
378,2022-02-23 06:51:07+00:00,capresx wapres yg bkn meong no debat,jakarta,negative
379,2022-09-30 06:53:40+00:00,die sebenernya sih min presiden gubernur yah bikin festival nya sampe lampung kampanye hati hati min yg ngelaporin bawaslu lg kaya belah aja isi prestasi prestasi beliau eh bilang kampanye selubung, jakarta,negative
380,2022-02-20 11:50:23+00:00,gerombol bani kadrun asong khilafah cari boneka capres ganti anus bos edan yg harap boneka utk mulus penting bani kadrun jadi negara khilafah jgn biar indonesia asai kelompok radikal,jakarta,negative
381,2022-02-27 10:02:48+00:00,nyata sikap milenials purwakarta rawan aksi jabar dukung anies baswedan maju pilpres, bogor,neutral
382,2022-06-29 14:46:08+00:00,tertib gak gimana presiden arogan tuh fadlizon,bekasi,negative
383,2022-07-30 13:08:51+00:00,presiden orang jawa ras nama, jakarta,negative
384,2023-01-30 14:54:45+00:00,moga allah swt tolong menang pilpres aamiin ya rabbal aalamiin,bandung,positive
385,2023-01-31 22:54:05+00:00,juang menang koalisi ubah antar anies presiden yg,tangerang,positive
386,2022-03-27 11:03:53+00:00,yth bp bp prabowo masuk dlm kabinet presiden jokowi periode dengar kader yg serang perintah amp pro kelompok intoleran densus bubar kelompok khilafah demo salam hormat rakyat merah putih, bandung,negative
387,2022-06-28 15:14:58+00:00,hebat bpk tani boten egois harta salur air yg manfaat sama maju bpk insyaallah terus bpk presiden,jakarta,positive
388,2022-07-30 12:49:59+00:00,mantap ganjar nyalon presiden ni,yogyakarta,neutral
389,2022-01-28 12:37:38+00:00,media main cantik lapang main buruk jurus hindar, surabaya,negative
390,2022-01-28 12:40:22+00:00,yg ngeyel ngeyel susah satu gimana pandang capres,surabaya,neutral
391,2022-05-31 11:47:21+00:00,seh seru partai nya cantum capres nya gak ya,bandung,neutral
392,2022-04-30 01:13:22+00:00,beda kelas gubernur bijak si bodoh yg ngebet presiden kapasitas standar, jakarta,negative
393,2022-01-26 09:34:24+00:00,capres puja buzzerp bedak poles luntur, jakarta,negative
394,2022-02-26 02:33:38+00:00,pandaiyang presiden kadrun,surabaya ,neutral
395,2022-11-30 06:42:51+00:00,moga dg kuat doa maju menang pilpres jadi ganjar sbg presiden ri sosok pimpin hebat negeri,tangerang,positive
396,2022-06-29 01:35:46+00:00,parah jelang milu calon lomba tampil muslim tp aib kebringasan tonton yg mulia yg yg kait dgn allah minim tdk publish amp hal aib yg suka lihat bokep,surabaya,negative
397,2022-06-29 05:09:47+00:00,gua gk bilang ahok jd presiden drun yg milih jokowi gk yg milih wan got ya kalo anda ahok ama wan got gk wan got menang jual agama lg aja wan got, jakarta,negative
398,2022-05-23 19:51:10+00:00,ane percaya dgn ucap uas anya orang iri amp dengki yg olok ucap uasini hubung kali pilpres prabowo yg menang dlm milu tsb sayang nya kali curang bungkamhal manfaat cebong utk jungkal benar mimpi uas,jakarta,negative
399,2022-10-31 23:32:37+00:00,cak imin sapa prabowo sebut calon presiden capres,jakarta,neutral
400,2022-08-29 04:26:33+00:00,moga anies bs maju pilpres pimpin negeri,yogyakarta,positive
401,2022-03-19 14:15:28+00:00,besar jamin proyek lanjut menang pilpres sebab gonjang ganjing rubah konstitusi,malang,neutral
402,2022-04-21 19:16:04+00:00,andai milu kandidat capres lord rangga anies baswedan pilih capres nomor urut,jakarta,neutral
403,2022-06-29 05:05:26+00:00,iya yg dukung jokowi persen emang milih wan got gk yg milih ahok pertamina aja lu kelojot gimana jd presiden lu mampus jamaah kali lu, jakarta,negative
404,2023-01-31 23:27:05+00:00,lha yg ijazah presiden yg ijazah asli ngga capres,jakarta,negative
405,2022-03-29 08:08:48+00:00,top prabowo subianto konsisten puncak survei indikasi prabowo subianto presiden nkri buka lebar prabowo percaya gerindra signifikan indonesia maju,bandung,neutral
406,2022-02-28 06:25:40+00:00,capres tdk beda dgn pilpres yg kemarin tokoh yg usung partai pro nkri saing dgn tokoh yg usung partai pro kdrun hasil yg menang tokoh yg usung partai pro nkri lihat,jakarta,negative
407,2022-07-07 15:31:29+00:00,partai nyungsepz capres ga laku koalisi ga da yg pantes riweh tolak presidential threshold tuju,bekasi,negative
408,2022-11-30 15:07:27+00:00,selamat ganjar dg tinggi elektabilitas moga langkah menang pilpres nnti,jakarta,positive
409,2022-08-23 12:25:29+00:00,kalender kampanye satu partai mumpung nya mangga,surabaya,neutral
410,2023-01-31 23:23:09+00:00,presiden aja jijik ama dukung yg rakyat jelantah salam kayak pegang barang najis, malang,negative
411,2022-07-29 13:22:59+00:00,sudah citra kalo maju calon presiden tunjuk prestasi,depok,negative
412,2022-11-29 10:13:20+00:00,duet prabowo ganjar isu hangat jelang pilpres tarik kode jokowi prabowo nilai kode ganjar, jakarta,neutral
413,2022-07-30 12:20:19+00:00,pasang pilpres yg bawa indonesia maju jaya makmur amp adil satu visi misi generasi anak bangsa moga umur yg bara,yogyakarta,positive
414,2022-03-31 10:41:56+00:00,segera pilpres turun jabat presiden hak alam demokrasi makar,bandung,neutral
415,2023-01-31 11:00:27+00:00,sdhlah biar daftar biar rakyat pilih rakyat sdh cerdas yg mari doa indonesia pimpin rakyat yaa allah tunjuk kpd rakyat indonesia utk pilih presiden yg engkau ridhoi,bandung,positive
416,2022-03-29 20:49:23+00:00,jokowi periode prabowo presiden yg yg sih,bandung,neutral
417,2022-02-27 01:40:15+00:00,bacot munafik yg ahli tata bae btw si anus sdh ticket capresnkah modal parpolnya panggil oktober semogaaaaaaaaaaaaa, jakarta,negative
418,2022-08-31 14:15:38+00:00,presiden wakil presiden gitu, jakarta,positive
419,2022-06-30 11:54:07+00:00,ckup aja ga ngebantah ga gub jokowi yg tengah jalan nyalon presiden,tangerang,negative
