datetime,username,content,location,label
2023-01-30 14:07:42+00:00,pe2nn,"Semoga muncul harapan baru dari pilpres 2024, dengan adanya calon calon berkwalitas. Selamat buat Pak @aniesbaswedan 
@NasDem
@PKSejahtera 
@PDemokrat 
Semoga koalisinya makin solid dan menang.",Tangerang,positive
2022-05-22 17:25:52+00:00,Dedd32605576,"@jumianto_RK @GarengHallu @prabowo Anak Buah Anda Memperburuk Citra Anda...
Kalau di TerusÂ²kan Percuma Anda Mencalonkan jd Capres Kembali gk Akan Jadi... Karena Pendukung @jokowi gk akan mau pilih Anda...","Yogyakarta, Indonesia",negative
2022-12-30 02:03:09+00:00,abi_sasaLL,"Pengamat Politik menilai kesuksesan kinerja @erickthohir di KBUMN berhasil membuat penilaian publik semakin positif,terutama dlm mendorong hadirnya transformasi di tubuh BUMN,hal ini bisa semakin menguatkan dukungan untuk bekal menuju Pilpres 2024
#BangkitBersamaET https://t.co/hwLPdBEJsf","DKI Jakarta, ",positive
2022-02-28 10:54:54+00:00,anies_RI1_2024,"Sikap bijak itu ada sama pak @aniesbaswedan  

Presiden RI 2024 yang bijak, Menteri2nya akan bijak.

Udah nggak sabar, dipimpin oleh pak @aniesbaswedan","Bandung, Indonesia",positive
2022-04-30 20:34:58+00:00,nidataurus9,"@Dennysiregar7 @alwie191 @aniesbaswedan Pilpres masih 2024, banyak muncul keturunan tokoh2 pahlawan. Dulu muncul keturunan pangeran Diponegoro, sekarang tiba2 muncul keturunan raja maja pahitÃ°Å¸Â¤Â¦Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸Â",Bogor,neutral
2022-02-28 23:21:03+00:00,HeruBud02035406,"Kalau kalian mau tunda pemilu atau lanjut 3 periode? Silahkan..  tp ingat kami punya hak konstitusi untuk menolak itu semua. Dan akan kami lawan!!!
#RezimPalakRakyat
#PemiluSerentak2024","Semarang, Jawa Tengah",neutral
2022-02-28 10:17:53+00:00,suganda_dude,"@VicJerz @RRwt02 @GeiszChalifah @aniesbaswedan Ekonomi meroket....ditandai naiknya harga minyak goreng, kedelai, telur, daging sapi, gas non subsidi ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ publik puas, sekalian az seumur hidup ga usah nunda pemilu wkwkwkwkwkwk","Depok, Jawa Barat",negative
2022-06-28 17:53:07+00:00,Wira_Eddy_eng,"@budimandjatmiko @jokowi Betapa hebat Presiden Indonesia, Bpk Joko Widodo !!
Semoga Pilpres thn 2024 memilih presiden yg baru kemampuan spt beliau !!",Bekasi,positive
2022-10-31 23:43:16+00:00,HyEvan1,"Benar...bahkan seandainya Bung Karno pun masih hidup, tidak ada yg sanggup mengimbangi Capres @aniesbaswedan 

Suatu prestasi beliouw yg paling fenomenal adlh ketika Anies sanggup menggelontorkan APBD Rp2,84 Triliun kpd Ormas, dan minjam dana Rp180 untuk Formula E https://t.co/Y7TkRGpKNN","DKI Jakarta, Indonesia",negative
2022-06-29 10:16:54+00:00,w0ngswong,"@saiful_mujani Seorang profesor, yg diikuli oleh @ganjarpranowo @AlissaWahid  @lukmansaifuddin dll. Menebar narasi, seorang pemimpin muslim yg pergi ke tempat ibadah agama lain, dan dianalogikan jika dia menjadi calon presiden bisa jadi kalau dia makan babi maka akan ia lakukan!!profSampah https://t.co/KejaBcHOZ2","Jakarta Pusat, DKI Jakarta",negative
2022-11-30 16:39:12+00:00,kopi_strawberry,"Setiap pilpres dan piala dunia pasti pada saling ejek ejekan, gontok gontokan, memastikan kalo pilihannya yang paling unggul dan terbaik.

Aku mah netral semua aku support 
Menang kalah udah biasa dalam pertandingan, jadilah supporter yang bijak Ã°Å¸Â¥Â°",Bandung,neutral
2022-03-27 12:42:00+00:00,mhmdsyfanwr1,@ganjarpranowo Semoga Pak Ganjar Pranowo jadi presiden setelah Pak Jokowi,Jakarta,positive
2022-07-31 04:02:53+00:00,andid410,"@DokterTifa @aniesbaswedan Biarkanlah itu wilayah pribadinya pak Anies, yang menurut saya tidak ada hubungannya dengan elektabilitas capres. Yang lebih penting di antara capres yang ada, Pak Anies lah yang jelas jelas sudah terlihat konsisten dan sejalan dengan perjuangan ke Islaman nya.",Tangerang,neutral
2022-03-22 11:39:50+00:00,djundasdik,"kata LaNyalla, kemudian kita memutuskan menjadi bangsa lain. Menjadi bangsa-bangsa barat, yang menggunakan demokrasi pemilihan langsung sebagai demokrasi prosedural. #LaNyalla #PemiluSerentak2024","Bandung, Jawa Barat",neutral
2022-01-13 03:47:21+00:00,PakPolin_,"Kepala Divisi Humas Polri Irjen Pol Dedi Prasetyo memprediksi penyebaran hoax dan gerakan hitam mulai meningkat dari tahun ini
#Pemilu2024 #Hoax
https://t.co/9OluMPpPYT","Jakarta Pusat, DKI Jakarta",neutral
2022-05-30 23:14:43+00:00,bakcerpen,"@AyaniMel @ganjarpranowo juga.
Semua begitu kecuali capres dari kelompok anu.",Semarang,neutral
2022-02-26 11:10:24+00:00,Verbum_Ang,"@armangn8 @hamdanzoelva @jokowi @Kiyai_MarufAmin @prabowo @sandiuno Jika anda mau merubahnya.. Ikut parpol. . Duduki jabatan strategis di Parpol.. 
Menangkan Pemilu melaui parpolmu.. Kemudian ubah di Parlemen.. 

Begitu alurnya..",Jakarta,neutral
2022-07-31 05:18:58+00:00,JudiMargan2,@Bambang_Budimab @KadrunLucu @abu_waras @aniesbaswedan Kyaknya nanti yg akan jd calon menteri Pertuyulan (menteri keuangan) ðŸ¤£ðŸ¤£ðŸ¤£,"Kota Surabaya, Jawa Timur",negative
2022-10-31 05:56:03+00:00,dekade_08,@andre_rosiade @prabowo Pak @prabowo adalah orang yang paling ikhlas. Kami yakin beliau Presiden kita di 2024 bang @andre_rosiade,Surabaya,positive
2022-07-27 00:31:05+00:00,syhakim,@Dahnilanzar @prabowo lumayanlah yg penting jd presiden jg,Surabaya,neutral
2022-08-31 13:49:35+00:00,adhafakara,"Puan Maharani berharap ada lagi presiden perempuan di 2024. Punya karpet merah, Puan Maharani dinilai ingin Ã¢â‚¬Ëœunjuk gigiÃ¢â‚¬â„¢ bisa maju di Pilpres 2024.  https://t.co/pXAVcx2C7O",Bandung,neutral
2022-08-30 02:54:21+00:00,IWMawardi,"@MrsRachelIn @ganjarpranowo Tapi kalau presiden perempuan di partai KaEs berat mBak, ntah di partainya mBak sendiri. Ane yg bagian milih aja jadi merasa berat juga ....","Semarang, Jawa Tengah",neutral
2022-01-31 10:31:15+00:00,ibukostreborn,"@Pelangi75673271 Keren mba ku sayang ðŸ˜˜

Pokok e kita satu hati,satu suara,satu tujuan utk NKRI,

Yang Benar Pilih Ganjar,
@ganjarpranowo Presiden 2024",Bandung,positive
2022-05-23 17:09:46+00:00,news_pantau,"Waduuh...gitu yaa... Kok bisa ketergantungan, yg didukung pak Jokowi punya peluang besar menang di Pilpres 2024... Wollahu a'lam nisshowaf... Tggu tgl mainnya aja.. gk diaik i kerso , berjuang..siapa yg kerja keras itu lah yg dimuka, Al jadi, aamiin",Yogyakarta,neutral
2022-12-29 05:37:00+00:00,Kayshilaa_,@GanjaranApp Semoga aja pak Ganjar Pranowo bisa maju di pilpres 2024 dan menjadi presiden RI ke-8,Jakarta,positive
2022-11-30 23:36:47+00:00,DMoerhadio,@medcom_id @aniesbaswedan Kl berani tarohan ! Anis gk akan terpilih jd Presiden.,"Bogor, Jawa Barat",negative
2022-01-30 16:50:40+00:00,HukumHarusTegak,"Jangankan pak @ganjarpranowo dengan pak @erickthohir siapapun yg sanggup menerapkan keadilan terutama di bidang penegakkan hukum, maka wajib kita dukung dan kita pilih menjadi Presiden RI.
Jangan lagi memilih Capres yg tidak percaya dengan Firman Allah,SWT.","DKI Jakarta, Indonesia",neutral
2022-06-29 02:48:17+00:00,iwanpetroza,@Don_gindo Biasanya siapa yang dijilat Ruhut bakalan sukses. Ambil positifnya aja dari kebiasaan Om Ruhut ini: Anies bakal menang pilpres 2024,"Jakarta Selatan, DKI Jakarta. ",positive
2022-06-28 10:24:53+00:00,Arif880860841,"@ganjarpranowo Semoga  Pak Ganjar bisa jadi Presiden, pasti  saya dan teman teman dan Rakyat yg lain  sgt senang. Semangat nggeh Pak.","Malang, Jawa Timur",positive
2022-11-30 05:09:38+00:00,IrsanJoss,@sobat_anies Alhamdulillah... Terimakasih semoga Indonesia mendapatkan Presiden yg dipilih murni dari Rakyat bukan hasil Penipuan....Pak @aniesbaswedan for Presiden Insya Allah,"Bekasi, West Java",positive
2022-01-28 08:51:10+00:00,kaconk_bara,"@Dahnilanzar @prabowo Bocor
Bocor
Bocor
Dukung capres abadi",Jakarta,negative
2022-05-31 14:32:21+00:00,MuhammadJafarK4,"@ganjarpranowo sebaiknya ngaca sebelum jadi capres, ...
Kalau jadi Gubernur saja tidak mampu,",Tangerang,negative
2022-09-30 10:36:17+00:00,radenpurwan,"@ganjarpranowo Muak banget liat yang gini"" apalagi muncul menjelang pemilu sya warga jateng bukan bjorka yang gak jelas asal usulnya trims..",Semarang,negative
2022-01-29 17:06:38+00:00,mbaH_tugaran,@Heraloebss Goa pribadi gak pilih kalau @prabowo capress lagi...ðŸ¤£ðŸ¤£ðŸ¤£,Banten,negative
2022-04-21 08:00:02+00:00,DimasRahardiaga,"Wah keren banget! semoga Indonesia bisa lebih terlindungi dengan ciptaan baru ini..

Pilpres 2024

#PrabowoErick @erickthohir https://t.co/GLquLh8Gym","Depok, Indonesia",positive
2022-11-30 12:05:09+00:00,YudhistiraDoddy,@republikaonline Selama sistem pemilu/pilpres tidak dirubah ... maka orang takkan percaya pemilu/pilpres ... paling tidak menimbulkan keraguan dan sejenisnya,Malang,neutral
2022-02-26 03:17:32+00:00,latarterkemban4,"Stop Rampas Rakyat
#rezimsarangkkn 
#Pemilu2024","Jakarta, Indonesia",neutral
2022-05-31 16:33:08+00:00,anieskembang,"@aniesfor2024 Introspeksi, brarti calon mu si @aniesbaswedan tidak disukai mayoritas penduduk Indonesia, belum saatnya nyapres..Paham!!!!","DKI Jakarta, Indonesia",negative
2022-09-30 19:51:07+00:00,ENS53311139,"Alhamdulillah, para relawan Anies Baswedan pasti akan sangat senang dapat dukungan dr saudi Arabia unt @Anis_Baswedan maju pilpres, kabulkan yaa mujib basailiin niatan kami 
Semoga kami tidak lg salah memilih pemimpin 
https://t.co/pWMp7XPQ4i",Jakarta,positive
2022-10-31 23:40:10+00:00,BawazierMido,"â€œHadapi masa depanmu sebagai pendekar, hadapi masa depanmu dengan tidak ragu-ragu. Yang ragu-ragu biasanya tidak berhasil,â€ kata Prabowo. https://t.co/1pQJXmEO0I @prabowo #MendingPrabowo #dekade08 #Pilpres2024",Jakarta,positive
2022-06-30 07:59:43+00:00,juanto_mm,@NasDem Siap dukung @aniesbaswedan presiden RI 2024 https://t.co/zthSsGW67f,"DKI Jakarta, Indonesia",positive
2022-07-27 05:37:45+00:00,emerson_yuntho,Mas @Edhie_Baskoro itu diusung jadi Calon Presiden atau Calon Wakil Presiden mah tetap cocok. Menurut saya dari aspek kualitasnya khususnya saat berpidato melebihi  @ganjarpranowo @prabowo @aniesbaswedan @cakimiNOW @ridwankamil,"Semarang, Jawa Tengah",positive
2022-10-31 01:23:29+00:00,PrabowoGanjar1,@prabowo PRABOWO PRESIDEN 2024,"Bekasi, Jawa Barat",positive
2022-09-30 17:51:42+00:00,Ahmad65221854,"@Agus_chigab @wanpanger1 @aniesbaswedan Emang anis cocoknya bkn mentri dia cocok nya
Gubenur lanjut jadi presiden tp loe ga setuju jga gpp bebas bro",Jakarta,negative
2022-01-30 16:53:33+00:00,niwablezinky,"@aniesbaswedan  mana nyampe mikir seperti pak presiden 

Cocok jadi guru les bahasa Inggris","Yogyakarta, Indonesia",negative
2022-02-28 08:23:15+00:00,Byan24159546,@ganjarpranowo Selamat pak ganjar atas rambut baru nya semoga amanah untuk menuju 2024 âœŠðŸ˜€,"Tangerang, Indonesia",positive
2022-01-26 00:28:18+00:00,setiyocobenk,"ganjarpranowo Hati-hati blunder, elektabilitas nanti turun. Susah nyalon jadi presiden. Jangan terlalu di paksa, kontennya.","DKI Jakarta, Indonesia",neutral
2022-12-29 23:23:07+00:00,KawulaDusun2,"@NathanaelPoetra @prabowo @Gerindra Cukup Jakarta saja yang punya sejarah kelam dalam pilkada. 
Jangan sampai terulang Indonesia mencatat sejarah kelam dalam pilpres.",Bandung,neutral
2022-01-31 23:55:56+00:00,NKoyogan,@arif_dewe @Jeeepeeeeee @hnurwahid @PKSejahtera @aniesbaswedan @Nurmantyo_Gatot @PDemokrat @AgusYudhoyono lah kan cuma presiden PKS....ðŸ¤£ðŸ¤£ðŸ¤£,Depok,negative
2022-03-31 00:36:21+00:00,Dewisarita62,"@Gus_Raharjo @ganjarpranowo Saking takutnya pak Ganjar jadi presiden 2024 kali bang makanya mereka memainkan isu kecil itu ðŸ¤£
Yang pasti #JatengTidakTermiskin  cuy.","Semarang, Jawa Tengah",negative
2022-08-31 13:23:00+00:00,Tendy_KeyBass,@benkvespa @dwijaprata @Alexander_6890 @FerdinandHutah4 @aniesbaswedan Presiden Jokowi jg Islam tp dserang jg yg nyerang psti pengasong khilafah yg kelakuan ga beda sm pki...playing victim wan kibul seolah di serang pdhl pndukungnya yg suka kofar kafirin org lain bhkan sesama muslim di serang...tobat lu drun,"DKI Jakarta, Indonesia",negative
2022-07-26 17:10:59+00:00,Zubair22620267,"@CNNIndonesia Sudahlah pak @prabowo anda sdh cukup berkontribusi thd negara. Biarkan tiket capress diberikan kpd @aniesbaswedan &amp; dukung beliau, beliau akan wujudkan cita2x anda yaitu negara yg kuat, aman &amp; makmur rakyat nya. Anda akan dikenang &amp; sejarah mencatat anda sebagai ""Bapak Bangsa"" .",Bekasi,positive
2022-05-31 13:26:33+00:00,AferoJepara,"Bukan tanda akhir jaman,tapi tanda Pilpres sudah dekatÃ°Å¸Â¤Â­",Semarang,neutral
2022-11-30 21:55:42+00:00,yuana_JOEKUR,"@WagimanDeep212_ @aniesbaswedan Walah sama aja org ga pantes jd presiden, biar ajaðŸ¤£ðŸ¤£ðŸ¤£","Kota Semarang, Jawa Tengah",negative
2022-05-25 14:26:34+00:00,afrizalsamsir,Kenangan pilpres 2019 kemaren...buat intropeksi.. flasback kebelakang...jngan smpai pilpres 2024 di tipu lagi model orang kayak begini..semoga 2024 indonesia mpunyai presiden yang cerdas punya ilmu intelektua yng tingi https://t.co/1FmwDIwdJM,Jakarta,positive
2022-12-31 09:15:04+00:00,Sobirin_ganteng,"@Reiza_Patters @ganjarpranowo Jd Presiden, Istana bisa jd buat basecamp dpp dan jd negara banteng, gila ga nih org","DKI Jakarta, Indonesia",negative
2022-10-26 03:40:08+00:00,ceklissatucom,"Lanjutkan Program Pemerintah, Golkar Libatkan Jokowi Tentukan Capres KIB #golkar #capres #jokowi #koalisiindonesiabersatu #pemilu2024 #koalisi #KIB https://t.co/IK6EPOKbvr","Bogor, Indonesia",neutral
2023-01-30 04:40:57+00:00,Noeroelhoed4,"@yusuf_dumdum Ini bukti kalau Anies Baswedan diperhitungkan dalam pilpres 2024,Semangat pak Anies semoga menjadi presiden 2024.","DKI Jakarta, Indonesia",positive
2022-05-13 14:24:40+00:00,airlangga_hrt,"Mari kita bersama-sama memperkuat persatuan untuk melanjutkan berbagai program pembangunan #KoalisiIndonesiaBersatu, menuju Indonesia yang lebih makmur dan lebih maju.

#PartaiGolkar #PartaiAmanatNasional
#PartaiPersatuanPembangunan
#Pemilu2024","Tangerang, Banten",positive
2022-11-30 02:56:51+00:00,pengukirhina,@GheaJhana @ganjarpranowo Oh sudah tiba saatnya mendadak kadrun. Demi suara di pemilu. ðŸ¤­ðŸ¤­ðŸ¤­,Malang,negative
2022-07-31 12:33:19+00:00,MarojahanPanja4,@MARQUEZ__93 Amen dan semoga diending tdk buyar krn kekuatan dasyat dr hak veto bu ketum @PDI_Perjuangan!! Bisa ambyar kita semua. Doa kita semoga  didengar Tuhan dg memilih @ganjarpranowo sbagai Presiden 2024 di bumi NKRI tercinta ini,Malang Jawa Timur,positive
2022-12-31 23:02:28+00:00,2Metan,"@Didikjzzie @geloraco @ganjarpranowo Masih percaya diri utk calonkan diri jadi presiden?
Sungguh memalukan!","DKI Jakarta, Indonesia",negative
2022-05-29 14:00:58+00:00,wijimoharwan,Capreskan saja para ketum parpol yang bener2 siap bertarung @cakimiNOW @prabowo @airlangga_hrt @AgusYudhoyono @ZUL_Hasan . Saya yakin polarisasi media sosial akan sedikit berbeda. Setiap hari dimuakkan olah dua kelompok yg tak ada hentinya ejek2an..,"Kota Bogor, Jawa Barat",neutral
2022-04-19 18:20:57+00:00,kyaraprasetyo9,"Aksi Unjuk Rasa Mahasiswa ditunggangi Kelompok Radikal
#aksiunjukrasa #aksimahasiswa #pemilu2024 #radikalisme #kelompokanarko https://t.co/KgA5Uvrsqm","Bandung, Jawa Barat",neutral
2022-01-31 09:46:42+00:00,iwansulaimans,"#PemiluSerentak2024
Kades Fokus Kerja Saja Urus Desa, Jangan Terpengaruh Isu Pemilu 2024
https://t.co/DpLGbmLwJN","Depok, Jawa Barat",neutral
2022-12-31 19:02:02+00:00,HermansyahRoki,"@chusnuIch_ @ganjarpranowo Sudahlah tempeeee, sibuk dgn kengelesannya. Rasain loe telur dadar. Wkwkwkwkw.. banjir Semarang n baznaz ðŸ˜†ðŸ˜†ðŸ˜‚ðŸ˜‚..udah gitu ngebet lagi mo jdi presiden ðŸ˜†ðŸ˜‚",Bandung,negative
2022-03-27 23:12:21+00:00,ZaemKribo,"@geloraco Wong mancla mencle seperti tak punya pendirian @prabowo ,kalo jadi presiden ora apik buat rakyatnya,dulu sebelum ikut rezim bangsat ini
Guwe dukung,setelah ikut Noh..",Jakarta Pusat Indonesia ,negative
2022-06-26 09:37:05+00:00,AntiRedBull2024,"@Tan_Mar3M Semoga di pilpres 2024 prabowo menjadi kingmaker untuk Anies, yang jelas kerja ny untuk rakyat Pribumi dan masyarakat DKI dan hasilny terbukti. 
Saya yakin pak @prabowo memiliki jiwa patriot dan kesatria, merelakan NKRI di pimpin sama anak muda yang berkualitas dan kerja nyata","Jakarta, Indonesia",positive
2022-09-30 13:28:13+00:00,Mey_MeynieJT,"https://t.co/LmKquGgu4y 

Bener kan kata gw pretttasinya @aniesbaswedan Hanya merusak jakarta..ðŸ¤£ðŸ¤£ðŸ¤£ trus dia juga di usung bbrp partai buat capresðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ tujuannya apa coba,ngedukung yg model gini??mau ngerusak indonesia lagi??
Wajib di tenggelamkan tuh partai2.","DKI Jakarta, Indonesia",negative
2022-03-27 11:29:39+00:00,___ZADU___,"@andre_rosiade l @Gerindra 
Dukung ketum pak @prabowo
(Berat lho nanti di pemilu)
Lebih baik ke @aniesbaswedan 
Atau calon lain yg kompeten..",Depok,negative
2022-04-30 16:50:45+00:00,tinqts,"Wah Mantap... jelang pilpres 2024
Tingkat keterpilihan Pak @airlangga_hrt berada di posisi teratas jelang PilpresÂ 2024 versi lembaga survei WARNA Research Center (WRC)

#AirlanggaSolusiEkonomiRakyat https://t.co/BxZdyhoHaQ",Jakarta,positive
2022-05-31 08:43:35+00:00,Pergerakan1,"@aniesbaswedan @jakprogroup @FIAFormulaE @Jakartaeprix Ga kerja apa2 elektabilitas di pantatin itu sianus,semua survei menangin Ganjar, cuman survei pesanan si anus ini dia yang menang, pede pula mau capres ðŸ¤£ðŸ¤£ðŸ°","DKI Jakarta, Indonesia",negative
2023-01-31 23:09:09+00:00,AmranHobby,"@aniesbaswedan @PKSejahtera @NasDem @PDemokrat Sepenggal harapan sebagian besar rakyat Indonesia, saat ini kami titipkan di pundak Anies Baswedan.. 

Semoga Allah SWT selalu memberi kan kekuatan, untuk pak Anies melampaui berbagai tahapan dan tantangan, hingga akhirnya nanti Allah takdirkan pak Anies menjadi presiden RI",Jogyakarta,positive
2022-06-29 15:11:56+00:00,Jhony80708578,"@SamuelPHarahap @AeBabahno @fadlizon @Gerindra @prabowo @Kemhan_RI @AK__aja @henrysubiakto @ruhutsitompul @bumnbersatu @Puspen_TNI @DivHumas_Polri @mohmahfudmd @KSPgoid Zonk ,,, lok pendapatku sih itu tanda PRESIDEN KITA,,disegani,,DIHARGAI,,OLEH BANGSA LAIN,,pandangan dr kaca kebencian ya itu dribkacamata pk zonk","Tangerang, Banten",negative
2022-03-31 03:13:29+00:00,nyenjhi,@Gus_Raharjo @ganjarpranowo Persaingan internal didalam kubu pertai itu sendiri seremnya... berita hoax pun di sebar agar menurunkan pamor salah satu calon yg bakal naik di 2024... untung netizen udh kaga kaget sama manuver politik yg kek gini,Jakarta,negative
2022-06-30 09:56:23+00:00,4rchang3l,@DaulatNegeri @aniesbaswedan @pamjaya_id @DKIJakarta @kotajakut Presiden KADAL GURUN?,Jakarta,negative
2022-04-24 01:24:35+00:00,momooi10,"Biaya pemilu membengkak saat rakyat sedang kesulitan, pantaskah?

https://t.co/m1YfGZTPVB

#Pemilu2024
#Demokrasi
#Islam","Bandung, Jawa Barat",negative
2022-11-26 15:04:44+00:00,sasmitorubai,"Hindari pemborosan anggaran, sebaiknya pilpres satu putaran saja","Semarang, Jawa Tengah",neutral
2022-06-28 21:49:14+00:00,cendanao,"@LindaSaibi3 @SubhanDanil @OrinsOrens @Dennysiregar7 @ganjarpranowo Anda tahu darimana kehilangan suara? Sudah Pemilu belum? Elo Cenayang?
Dungu!","Depok, Jawa Barat",negative
2022-06-30 05:29:52+00:00,sukmawijaya91,"@KaredokLeunca__ @prabowo @fadlizon @ganjarpranowo @musniumar Ha ha...
Presidennya Ludruk",Jakarta Indonesia,negative
2022-05-30 16:49:03+00:00,Nugroho_Hami,"@CutSarina5 Mirip dengan Pak @prabowo dulu .. tapi ujung2nya zonk .. soalnya masyarakat yang 'sehat' pasti milih yang benar ..

Lagian juga gimana coba caranya Pak @aniesbaswedan mau jadi presiden ..

Pertanyaan ini aja tidak bisa terjawab oleh kadrun maupun kadrunwati ..

ðŸ¤­ðŸ¤­ðŸ¤­ðŸ¤­","Jakarta Utara, DKI Jakarta",negative
2022-01-26 14:58:18+00:00,serambinews,"#InfoPolitik #Pemilu2024 

Pemilu merupakan hajatan seluruh rakyat Indonesia, semua pihak harus bersuka cita dan mengedepankan semangat persatuan

https://t.co/8F8hn2pmce",Bandung,positive
2022-02-28 22:13:25+00:00,New_Era_PS,"@SofyanYandril trs tuk apa guna jadwal yg sdh drilis kapeu, trs apa uud 45 jg mau dlnggar? pilpres hrs ttp 2024",Bandung,neutral
2022-11-27 06:33:19+00:00,pahru_dhien,"@GerakAnies Insya Alloh... Pak anies yg bisa jadi pemimpin negeri ini, dngn Pilpres jujur dan adil..., bismillah...",Jakarta,positive
2022-03-29 04:30:17+00:00,gojakbar,"Saat kegiatan di Bali beberapa waktu lalu, sembari menanti Bapak Presiden hadir di acara Aksi Afirmasi Bangga Buatan Indonesia, berbincang sebentar dengan sahabat saya Menteri @Kemhan_RI Bapak @prabowo. Salam kompak untuk Indonesia Maju!

#BanggaBuatanIndonesia
#AksiAfirmasi https://t.co/V8K9vMmkW0","Jakarta, INDONESIA",neutral
2022-07-31 03:54:41+00:00,BasariRambang,"Para tokoh politik calon presiden monggo dengarkan suara rakyatmu
https://t.co/g6Nxrq97qN judul ISU POLITIK PEMILU 2024 (50+ Video 150+ Rakyat)
@aniesbaswedan @ganjarpranowo @prabowo @puanmaharani_ri @ridwankamil @AgusYudhoyono",Bandung,neutral
2022-05-26 22:52:52+00:00,Whiz_id999,"Apakah ini ada upaya untuk kepentingan politik,misalnya utk mempengaruhi suara Pemilu?!
@RamliRizal @aniesbaswedan @prabowo @jokowi @Nurmantyo_Gatot",Depok,neutral
2022-06-30 16:59:29+00:00,Lambada70082178,@k_homb @setyotomo16 @prettymomratih @yusuf_dumdum @aniesbaswedan 2024 si Anis hanya jd penonton kontestasi pencapresan. Endgame nis,Bandung,negative
2022-08-29 04:06:12+00:00,FirzaHusainID,"Seiring dgn makin menguatnya dukungan rakyat kpd Menteri BUMN Erick Thohir utk maju di Pilpres 2024 &amp; suksesnya dlm bersih2 BUMN maka fitnah yg ditujukan ke beliau semakin besar. 
Tetap semangat pa Erick, semakin tinggi suatu pohon makin kencang anginnya ðŸ’ªðŸ‘ðŸ™ðŸ»
#BangkitBersamaET https://t.co/okEr2mbcUu",Jakarta,positive
2022-06-29 11:58:17+00:00,iwanbomen,@PrasetyoHadi28 @Gerindra @prabowo CAPRES yang ninggalin umat Islam UDAH GAK LAKU.,"Bandung, Indonesia",negative
2022-09-30 04:38:49+00:00,starrkynr,"@MrsRachelIn @ganjarpranowo @PDI_Perjuangan Baru bagi2 kaos aja mukanya asem kok mau jadi presiden
Maaf kl bukan Ganjar mending Prabowo sekalian dan yg penting bukan turunan YamanðŸ¤­","Bandung, Indonesia",negative
2022-12-29 01:26:38+00:00,BebalBoy,"@TirtoID Semoga aja pilpres kita di tahun 2024, aman terkendali. Aamiin...",Malang,positive
2022-04-30 11:28:55+00:00,CakMugik,"@MrsRachelIn @ganjarpranowo Beda dgn Kaos Anies Presiden, setelah Pilpres TH.2024 dipastikan Anies nyungsep tdk bakalan menang rakyat Indonesia tdk mau dipimpin oleh Presiden orang Arab Hadramaut , kaosnya pasti langsung dijadikan lap sepatu sama yg pakai ðŸ¤£ðŸ¤£ðŸ¤£","Kota Surabaya, Jawa Timur",negative
2022-11-29 03:13:21+00:00,HauraKhnnsa,"â€œSaya selalu berdoa semoga Pak Prabowo diberi kesehatan dan apa pun yang diinginkan dan cita-citakan tercapai. Apalagi untuk (Pilpres) 2024. Selalu sukses,â€ kata Jeka. Mending Prabowo https://t.co/xgSTcOqin3 dekade08",Surabaya,positive
2022-02-25 07:14:26+00:00,Hendrikorachman,"Jauh hari aku sdh sampaikan, pemilu hrs diundur 2 thn khusus utk presiden krn beberapa sebab salah satunya biaya besar pembelian alutusta oleh  @Kemhan_RI pk @prabowo dimana biaya pemilu besar
Cc @jokowi @puanmaharani_ri @airlangga_hrt @AgusYudhoyono @Fahrihamzah @Dahnilanzar","Jakarta, Indonesia",neutral
2022-04-11 04:40:14+00:00,huseinahmad1,"Ya alloh lindungi kami dn keluar ga kami dr bahaya godaan dn tipu daya moncong putih.. Aamiin.. 
#HargaNaikRakyatTercekik 
#AksiNasional114 
#DukungMahasiswaMelawan 
#Pemilu2024",Surabaya,negative
2022-01-25 14:07:25+00:00,muchamadhusyein,"#JakartaRiots #2019 #â›°_ï¸ðŸ—»
#i hanya meng-ingat-kan + ber-bagi âœ”ï¸

Semoga kerusuhan yang sama tidak terulang pada pilpres tahun #2024 dan ingat selalu 'Persatuan Indonesia'

#goodnight world 
dari pinggiran south @DKIJakarta ðŸ”¥ðŸ”¥",Jakarta,positive
2022-01-31 11:28:11+00:00,Mi73Hel,@MardaniAliSera Hei Mardani kau tidak malu kah? Kau kumpulkan yg katanya ULAMA untuk dukung @prabowo kalahkan @jokowi dgn jargonmu #2019gantipresiden tapi gagal maning. Sekarang kau goyang lg Jokowi dgn gunakan narasi2 ekonom sakit nalar? Hehehe.. Kamu kan gagal Mardani,Bekasi,negative
2022-03-31 10:31:43+00:00,ZubaitiningsihS,"@editya77 @AndriHarsa @abah_rey03 @Helmi_Felis @prabowo Setiap tokoh2 dlm profil sll disebut siapa orang tuanya, lahir mana + tgl lahir, sekolah dimana, bgmn prestasi sklhnya, bgmn masa kecil s.d saat terpilih baik dlm kesehariannya, organisasi/pun puncak pencapaian seperti penghargaan2 yg pernah didptnya, seperti presiden2 sebelumnya",Bandung,neutral
2022-01-31 14:38:30+00:00,Sobirin_ganteng,"@NenkMonica @aniesbaswedan Udah ambil ancang2 IKN hrs berdiri siapapun presiden nya, khawatir Anies Presiden nasib nya seperti reklamasi
#AniesPresiden
#IKNbatal","DKI Jakarta, Indonesia",negative
