datetime,locations,sentiment,labels
2022-01-29 00:44:18+00:00,malang,aslkmpak prabowo pendukung prabowomaju capres warga menes bantensiap mendukung prabowo,positive
2022-04-30 14:12:36+00:00, jakarta,presiden kadrun cocok wan anus si racun politik indonesia,negative
2022-01-30 23:55:23+00:00,jakarta,mantap capres idolaku,positive
2022-11-01 10:40:46+00:00,surabaya,selamat sukses peluncuran sistem informasi penanganan pelanggaran pemilu pelaporan sigaplapor bawaslu ri,neutral
2022-06-29 15:20:37+00:00,bandung,blunder merugikan menggerus suara dah berpolitik ga orang nyengol twitter ko langsung nyangut capres ko gampangan,negative
2023-01-31 11:24:12+00:00,jakarta,anies tiket capres capres pilihan pemilu dilaksanakan,neutral
2022-04-30 12:18:19+00:00,semarang ,presiden depe nol persen,negative
2023-01-31 16:21:29+00:00,bandung,selamat semoga sehat presiden,positive
2022-02-25 10:44:04+00:00, jakarta,gk prnh mnunjukn ambisi trs mlakukn krj sbgai menteri melakukn prbaikn skligus pmbersihan sllu mnempatkn sbgai ptugas presiden dgn kinerjaamp pncapaian yg calon potensial tabik,positive
2022-05-28 07:24:19+00:00,surabaya,nih capres yg menentang mandatory fucksin colek,negative
2022-04-22 07:33:02+00:00,jakarta,kebutuhan penyelenggaraan pemilu disiapkan salah satunya draft pkpu rencananya dibahas rapat idulfitri,neutral
2022-11-28 03:13:46+00:00,bandung,prediksi calonnya giliran presiden hasil pemilu,neutral
2022-03-20 03:34:44+00:00,depok,uang bayar massa mending bantu subsidi minyak sebandung raya,neutral
2022-07-31 15:19:26+00:00,jakarta,pemilu berhijab,negative
2022-03-31 09:52:49+00:00,jakarta,semoga kelak pemimpin negeri lbh komplet mas wakilnya arah bangsa gitu aja sih harapanku,positive
2022-05-31 19:29:02+00:00,tangerang ,keistimewaan twit anies apapun yg tweet trending rasaku kontennya krn nitizen nya seharunya ganjar tiru anies biar imbang pemilu krn followernya anies jt vs ganjar jt gk imbang gk seru,neutral
2022-11-29 00:11:58+00:00,jakarta,pilpres pileg digelar serentak tjahjo,neutral
2022-01-26 17:24:47+00:00,tangerang,capres boneka nih melanjutkan pinokio,negative
2022-07-30 05:03:35+00:00,bandung,presiden ingatkan relawan buru buru tentukan dukungan pilpres,neutral
2022-01-31 12:36:14+00:00, jakarta,masyaallahsemoga beliau presiden yah aamiin,positive
2022-05-31 08:54:04+00:00,semarang,si bego kejebak elu tetep menang jd saran lu pas pemilu golput membiarkan surat suara lu dimanfaatkan lu pinter dgn ttp dtg tps lu bikin surat suara lu gak sah dgn lu coblos muka calon,negative
2022-09-30 12:28:03+00:00,jakarta,presiden orang indonesia asli,negative
2022-02-24 14:50:23+00:00,bogor,rakyat indonesia kebanyakan percaya janji ucapan periode pemilu jurdil jokowi kalah yg menang,negative
2022-09-29 13:55:31+00:00,jakarta,ckup jd bangsa sj ckup dah bbrp kali gagal jd presiden lbh elok mendukung jd capres sy ktka grndra dmkrat pks nasdem gabung d rakyat ttp simpati kpd,neutral
2022-10-30 06:03:21+00:00,bandung,orang pintar belajar orang dermawan dukung capres ganjar berpasangan cawapres ridwan pasangan ideal kemajuan kesejahteraan kejayaan indonesia ganjar ridwan,positive
2022-09-30 03:46:07+00:00,bandung,untungnya mncari tukang bangunan mncari calon presiden yg ahli strategi ahli negosiasi ahli koordinasi kandidat yg layak diperhitungkan,positive
2022-06-22 23:24:39+00:00,jakarta ,tandanya pilpres sdh,neutral
2022-09-30 22:53:48+00:00,jakarta,udah gitu populer ga tersentuh hukum hebat capres lg,negative
2022-09-27 15:16:54+00:00,jakarta,pilpres semoga menghasilkan nakhoda bijak didampingi menteri menteri kompeten terwujud zaken kabinet kabinet diiisi profesional kompeten berintegritas mengabdi rakyat,positive
2022-11-29 05:19:16+00:00,jakarta,harapan sbg rakyat kalo kelak presiden pornografi sehala dilegalkan ya sy nuhun sewu mendingan pernikahan dimudahkan dimurahkan,positive
2022-04-30 11:11:30+00:00, surabaya,yaa allaah bln romadhon mu yg mulia hamba mohon semoga engkau dg kekuatan alam nusantara yg indah menjdkan bpk sbg presiden amp wakil presiden nkri aamiin,positive
2022-08-29 18:31:00+00:00,malang,gk presiden tukang nonton bokep generasi muda indonesia nnti nya amit,negative
2022-07-26 15:13:19+00:00,bandung,sy berharap maju pilpres prabowo tni tangguh mandiri dlm industri alutsista semoga beliau terpilih jd presiden indonesia mandiri bidang ekonomi visi misi beliau indonesia suasembada pangan,positive
2022-05-31 18:18:39+00:00,jakarta,sssttt presiden lu si mukidi ogah diganti,negative
2023-01-30 14:07:42+00:00,tangerang,semoga muncul harapan pilpres calon calon berkwalitas selamat semoga koalisinya solid menang,positive
2022-05-22 17:25:52+00:00,yogyakarta,anak buah memperburuk citra teruskan mencalonkan jd capres gk pendukung gk pilih,negative
2022-12-30 02:03:09+00:00, jakarta,pengamat politik menilai kesuksesan kinerja kbumn berhasil penilaian publik positif dlm mendorong hadirnya transformasi tubuh bumn menguatkan dukungan bekal pilpres,positive
2022-02-28 10:54:54+00:00,bandung,sikap bijak presiden ri bijak menterinya bijak udah nggak sabar dipimpin,positive
2022-04-30 20:34:58+00:00,bogor,pilpres muncul keturunan tokoh pahlawan muncul keturunan pangeran diponegoro muncul keturunan raja maja pahit,neutral
2022-02-28 23:21:03+00:00,semarang,tunda pemilu periode silahkan tp hak konstitusi menolak lawan,neutral
2022-02-28 10:17:53+00:00,depok,ekonomi meroketditandai naiknya harga minyak goreng kedelai telur daging sapi gas non subsidi publik puas az seumur hidup ga nunda pemilu wkwkwkwkwkwk,negative
2022-06-28 17:53:07+00:00,bekasi,betapa hebat presiden indonesia bpk joko widodo semoga pilpres thn memilih presiden yg kemampuan spt beliau,positive
2022-10-31 23:43:16+00:00, jakarta,benarbahkan seandainya karno hidup yg sanggup mengimbangi capres prestasi beliouw yg fenomenal adlh anies sanggup menggelontorkan apbd rp triliun kpd ormas minjam dana rp formula e,negative
2022-06-29 10:16:54+00:00,jakarta ,profesor yg diikuli dll menebar narasi pemimpin muslim yg pergi ibadah agama dianalogikan calon presiden makan babi lakukanprofsampah,negative
2022-11-30 16:39:12+00:00,bandung,pilpres piala dunia ejek ejekan gontok gontokan kalo pilihannya unggul terbaik mah netral support menang kalah udah pertandingan supporter bijak,neutral
2022-03-27 12:42:00+00:00,jakarta,semoga ganjar pranowo presiden jokowi,positive
2022-07-31 04:02:53+00:00,tangerang,biarkanlah wilayah pribadinya anies hubungannya elektabilitas capres capres anies konsisten sejalan perjuangan islaman nya,neutral
2022-03-22 11:39:50+00:00,bandung,lanyalla memutuskan bangsa bangsa bangsa barat demokrasi pemilihan langsung demokrasi prosedural,neutral
2022-01-13 03:47:21+00:00,jakarta ,kepala divisi humas polri irjen pol dedi prasetyo memprediksi penyebaran hoax gerakan hitam meningkat,neutral
2022-05-30 23:14:43+00:00,semarang,kecuali capres kelompok anu,neutral
2022-02-26 11:10:24+00:00,jakarta,merubahnya parpol duduki jabatan strategis parpol menangkan pemilu melaui parpolmu ubah parlemen alurnya,neutral
2022-07-31 05:18:58+00:00, surabaya,kyaknya yg jd calon menteri pertuyulan menteri keuangan,negative
2022-10-31 05:56:03+00:00,surabaya,orang ikhlas beliau presiden bang,positive
2022-07-27 00:31:05+00:00,surabaya,lumayanlah yg jd presiden jg,neutral
2022-08-31 13:49:35+00:00,bandung,puan maharani berharap presiden perempuan karpet merah puan maharani dinilai unjuk gigi maju pilpres,neutral
2022-08-30 02:54:21+00:00,semarang,presiden perempuan partai kaes berat mbak ntah partainya mbak ane yg milih aja berat,neutral
2022-01-31 10:31:15+00:00,bandung,keren mba ku sayang pokok e hati suara tujuan utk nkri pilih ganjar presiden,positive
2022-05-23 17:09:46+00:00,yogyakarta,waduuhgitu yaa ketergantungan yg didukung jokowi peluang menang pilpres wollahu alam nisshowaf tggu tgl mainnya aja gk diaik i kerso berjuangsiapa yg kerja keras yg dimuka al aamiin,neutral
2022-12-29 05:37:00+00:00,jakarta,semoga aja ganjar pranowo maju pilpres presiden ri,positive
2022-11-30 23:36:47+00:00,bogor,kl berani tarohan anis gk terpilih jd presiden,negative
2022-01-30 16:50:40+00:00, jakarta,yg sanggup menerapkan keadilan bidang penegakkan hukum wajib dukung pilih presiden ri memilih capres yg percaya firman allah swt,neutral
2022-06-29 02:48:17+00:00,jakarta ,dijilat ruhut sukses ambil positifnya aja kebiasaan om ruhut anies menang pilpres,positive
2022-06-28 10:24:53+00:00,malang,semoga ganjar presiden teman teman rakyat yg sgt senang semangat nggeh,positive
2022-11-30 05:09:38+00:00,bekasi,alhamdulillah terimakasih semoga indonesia presiden yg dipilih murni rakyat hasil penipuanpak for presiden insya allah,positive
2022-01-28 08:51:10+00:00,jakarta,bocor bocor bocor dukung capres abadi,negative
2022-05-31 14:32:21+00:00,tangerang,ngaca capres gubernur,negative
2022-09-30 10:36:17+00:00,semarang,muak banget liat gini muncul menjelang pemilu sya warga jateng bjorka gak usulnya trims,negative
2022-01-29 17:06:38+00:00,banten,goa pribadi gak pilih capress,negative
2022-04-21 08:00:02+00:00,depok,keren banget semoga indonesia terlindungi ciptaan pilpres,positive
2022-11-30 12:05:09+00:00,malang,sistem pemilupilpres dirubah orang takkan percaya pemilupilpres menimbulkan keraguan sejenisnya,neutral
2022-02-26 03:17:32+00:00,jakarta,stop rampas rakyat,neutral
2022-05-31 16:33:08+00:00, jakarta,introspeksi brarti calon mu si disukai mayoritas penduduk indonesia nyaprespaham,negative
2022-09-30 19:51:07+00:00,jakarta,alhamdulillah relawan anies baswedan senang dukungan dr saudi arabia unt maju pilpres kabulkan yaa mujib basailiin niatan semoga lg salah memilih pemimpin,positive
2022-10-31 23:40:10+00:00,jakarta,hadapi depanmu pendekar hadapi depanmu ragu ragu ragu ragu berhasil prabowo,positive
2022-06-30 07:59:43+00:00, jakarta,dukung presiden ri,positive
2022-07-27 05:37:45+00:00,semarang,mas diusung calon presiden calon wakil presiden mah cocok aspek kualitasnya berpidato melebihi,positive
2022-10-31 01:23:29+00:00,bekasi,prabowo presiden,positive
2022-09-30 17:51:42+00:00,jakarta,emang anis cocoknya bkn mentri cocok nya gubenur presiden tp loe ga setuju jga gpp bebas bro,negative
2022-01-30 16:53:33+00:00,yogyakarta,nyampe mikir presiden cocok guru les bahasa inggris,negative
2022-02-28 08:23:15+00:00,tangerang,selamat ganjar rambut nya semoga amanah,positive
2022-01-26 00:28:18+00:00, jakarta,ganjarpranowo hati hati blunder elektabilitas turun susah nyalon presiden paksa kontennya,neutral
2022-12-29 23:23:07+00:00,bandung,jakarta sejarah kelam pilkada terulang indonesia mencatat sejarah kelam pilpres,neutral
2022-01-31 23:55:56+00:00,depok,presiden pks,negative
2022-03-31 00:36:21+00:00,semarang,saking takutnya ganjar presiden kali bang memainkan isu cuy,negative
2022-08-31 13:23:00+00:00, jakarta,presiden jokowi jg islam tp dserang jg yg nyerang psti pengasong khilafah yg kelakuan ga beda sm pkiplaying victim wan kibul serang pdhl pndukungnya yg suka kofar kafirin org bhkan muslim serangtobat lu drun,negative
2022-07-26 17:10:59+00:00,bekasi,sdh berkontribusi thd negara biarkan tiket capress kpd amp dukung beliau beliau wujudkan citax negara yg kuat aman amp makmur rakyat nya dikenang amp sejarah mencatat bangsa,positive
2022-05-31 13:26:33+00:00,semarang,tanda jaman tanda pilpres,neutral
2022-11-30 21:55:42+00:00, semarang,walah aja org ga pantes jd presiden biar aja,negative
2022-05-25 14:26:34+00:00,jakarta,kenangan pilpres kemarenbuat intropeksi flasback kebelakangjngan smpai pilpres tipu model orang kayak beginisemoga indonesia mpunyai presiden cerdas ilmu intelektua yng tingi,positive
2022-12-31 09:15:04+00:00, jakarta,jd presiden istana jd basecamp dpp jd negara banteng gila ga nih org,negative
2022-10-26 03:40:08+00:00,bogor,lanjutkan program pemerintah golkar libatkan jokowi tentukan capres kib,neutral
2023-01-30 04:40:57+00:00, jakarta,bukti anies baswedan diperhitungkan pilpres semangat anies semoga presiden,positive
2022-05-13 14:24:40+00:00,tangerang,mari memperkuat persatuan melanjutkan program pembangunan indonesia makmur maju,positive
2022-11-30 02:56:51+00:00,malang,oh mendadak kadrun suara pemilu,negative
2022-07-31 12:33:19+00:00,malang  ,amen semoga diending tdk buyar krn kekuatan dasyat dr hak veto bu ketum ambyar doa semoga didengar tuhan dg memilih sbagai presiden bumi nkri tercinta,positive
2022-12-31 23:02:28+00:00, jakarta,percaya utk calonkan presiden sungguh memalukan,negative
2022-05-29 14:00:58+00:00, bogor,capreskan ketum parpol bener bertarung polarisasi media sosial berbeda dimuakkan olah kelompok yg hentinya ejekan,neutral
2022-04-19 18:20:57+00:00,bandung,aksi unjuk mahasiswa ditunggangi kelompok radikal,neutral
2022-01-31 09:46:42+00:00,depok,kades fokus kerja urus desa terpengaruh isu pemilu,neutral
2022-12-31 19:02:02+00:00,bandung,tempeeee sibuk dgn kengelesannya rasain loe telur dadar wkwkwkwkw banjir semarang n baznaz udah gitu ngebet mo jdi presiden,negative
2022-03-27 23:12:21+00:00,jakarta   ,mancla mencle pendirian kalo presiden ora apik rakyatnya rezim bangsat guwe dukung noh,negative
2022-06-26 09:37:05+00:00,jakarta,semoga pilpres prabowo kingmaker anies kerja ny rakyat pribumi masyarakat dki hasilny terbukti memiliki jiwa patriot kesatria merelakan nkri pimpin anak muda berkualitas kerja nyata,positive
2022-09-30 13:28:13+00:00, jakarta,bener gw pretttasinya merusak jakarta trus usung bbrp partai capres tujuannya coba ngedukung yg model ginimau ngerusak indonesia wajib tenggelamkan tuh partai,negative
2022-03-27 11:29:39+00:00,depok,l dukung ketum berat lho pemilu calon yg kompeten,negative
2022-04-30 16:50:45+00:00,jakarta,mantap jelang pilpres tingkat keterpilihan posisi teratas jelang pilpres versi lembaga survei warna research center wrc,positive
2022-05-31 08:43:35+00:00, jakarta,ga kerja elektabilitas pantatin sianus survei menangin ganjar cuman survei pesanan si anus menang pede capres,negative
2023-01-31 23:09:09+00:00,jogyakarta,sepenggal harapan rakyat indonesia titipkan pundak anies baswedan semoga allah swt kekuatan anies melampaui tahapan tantangan allah takdirkan anies presiden ri,positive
2022-06-29 15:11:56+00:00,tangerang,zonk lok pendapatku sih tanda presiden disegani dihargai bangsa pandangan dr kaca kebencian ya dribkacamata pk zonk,negative
2022-03-31 03:13:29+00:00,jakarta,persaingan internal didalam kubu pertai seremnya berita hoax sebar menurunkan pamor salah calon yg untung netizen udh kaga kaget manuver politik yg kek gini,negative
2022-06-30 09:56:23+00:00,jakarta,presiden kadal gurun,negative
2022-04-24 01:24:35+00:00,bandung,biaya pemilu membengkak rakyat kesulitan pantaskah,negative
2022-11-26 15:04:44+00:00,semarang,hindari pemborosan anggaran pilpres putaran,neutral
2022-06-28 21:49:14+00:00,depok,darimana kehilangan suara pemilu elo cenayang dungu,negative
2022-06-30 05:29:52+00:00,jakarta ,ha ha presidennya ludruk,negative
2022-05-30 16:49:03+00:00,jakarta ,ujungnya zonk masyarakat sehat milih gimana coba presiden aja terjawab kadrun kadrunwati,negative
2022-01-26 14:58:18+00:00,bandung,pemilu hajatan rakyat indonesia bersuka cita mengedepankan semangat persatuan,positive
2022-02-28 22:13:25+00:00,bandung,trs tuk jadwal yg sdh drilis kapeu trs uud jg dlnggar pilpres hrs ttp,neutral
2022-11-27 06:33:19+00:00,jakarta,insya alloh anies yg pemimpin negeri dngn pilpres jujur adil bismillah,positive
2022-03-29 04:30:17+00:00,jakarta,kegiatan bali sembari presiden hadir acara aksi afirmasi bangga buatan indonesia berbincang sebentar sahabat menteri salam kompak indonesia maju,neutral
2022-07-31 03:54:41+00:00,bandung,tokoh politik calon presiden monggo dengarkan suara rakyatmu judul isu politik pemilu video rakyat,neutral
2022-05-26 22:52:52+00:00,depok,upaya kepentingan politik utk mempengaruhi suara pemilu,neutral
2022-06-30 16:59:29+00:00,bandung,si anis jd penonton kontestasi pencapresan endgame nis,negative
2022-08-29 04:06:12+00:00,jakarta,seiring dgn menguatnya dukungan rakyat kpd menteri bumn erick thohir utk maju pilpres amp suksesnya dlm bersih bumn fitnah yg beliau semangat pa erick pohon kencang anginnya,positive
2022-06-29 11:58:17+00:00,bandung,capres ninggalin umat islam udah gak laku,negative
2022-09-30 04:38:49+00:00,bandung,kaos aja mukanya asem presiden maaf kl ganjar mending prabowo yg turunan yaman,negative
2022-12-29 01:26:38+00:00,malang,semoga aja pilpres aman terkendali aamiin,positive
2022-04-30 11:28:55+00:00, surabaya,beda dgn kaos anies presiden pilpres th anies nyungsep tdk menang rakyat indonesia tdk dipimpin presiden orang arab hadramaut kaosnya langsung dijadikan lap sepatu yg pakai,negative
2022-11-29 03:13:21+00:00,surabaya,berdoa semoga prabowo kesehatan cita citakan tercapai pilpres sukses jeka mending prabowo dekade,positive
2022-02-25 07:14:26+00:00,jakarta,sdh pemilu hrs diundur thn khusus utk presiden krn salah satunya biaya pembelian alutusta pk dimana biaya pemilu cc,neutral
2022-04-11 04:40:14+00:00,surabaya,ya alloh lindungi dn ga dr bahaya godaan dn tipu daya moncong putih aamiin,negative
2022-01-25 14:07:25+00:00,jakarta,meng ber semoga kerusuhan terulang pilpres persatuan indonesia world pinggiran south,positive
2022-01-31 11:28:11+00:00,bekasi,hei mardani kau malu kah kau kumpulkan yg ulama dukung kalahkan dgn jargonmu gagal maning kau goyang lg jokowi dgn narasi ekonom sakit nalar hehehe gagal mardani,negative
2022-03-31 10:31:43+00:00,bandung,tokoh dlm profil sll orang tuanya lahir tgl lahir sekolah dimana bgmn prestasi sklhnya bgmn sd terpilih dlm kesehariannya organisasipun puncak pencapaian penghargaan yg didptnya presiden,neutral
2022-01-31 14:38:30+00:00, jakarta,udah ambil ancang ikn hrs berdiri presiden nya khawatir anies presiden nasib nya reklamasi,negative
2022-04-30 02:44:05+00:00,surabaya,provinsi termisikin salah gubernur ehhhmalah dukung presiden owalahlogika bodoh,negative
2022-06-28 11:32:30+00:00,depok,pks yg isukan radikal mengusung khilafah pemilu suaranya bertambah ya,neutral
2022-05-08 00:57:09+00:00,jakarta,maksudnya skenario rezim menunda mengupayakan,negative
2022-02-23 16:44:08+00:00,depok,wayang ga nyawanya lu belain warga wadas manusia bernayawa dipersekusi mingkem njar njar gini mo presiden dpr congo aja lu mendingan,negative
2022-07-31 12:32:14+00:00, jakarta,emang kritikan dengar emang sih sosok mencermati tindak tanduknya capres trus kritik habisn kl salah,neutral
2022-10-31 11:55:49+00:00, jakarta,rakyat tdk butuh bacotmu njing rakyat tuh butuh kerjamu bgni nih kalo kerja mbacot mulu thn ga beres model kerja bgni km ngebacot muluuu model kerja bgni presiden dasar kadal buntung loh,negative
2022-02-28 10:48:15+00:00,bandung,ya partai buruh dukung presiden ri,positive
2022-07-27 05:02:39+00:00,yogyakarta,ganjar dukungan masyarakat pilpres contohnya blitar salah ponpes disana menggelar istighotsah mendoakan ganjar berhasil pilpres,positive
2022-09-29 01:26:40+00:00,malang,jutek banget sih mba ngeri kalo sampe jd presiden kerjaannya ngomel,negative
2022-08-23 06:04:56+00:00,jakarta,setujuu anies cocok banget dipasangkan bu puan pilpres semoga terwujud amiin,positive
2022-08-31 08:00:56+00:00,jakarta,top nih capres prabowo digabungkan cawapres manapun pilihan masyarakat cawapresnya prabowo teratas unggul kerjanya,positive
2021-11-12 20:55:54+00:00,yogyakarta,legislator gerindra dpr ri temukan aturan pemilu tumpang tindih anggota komisi ii dpr ri rahmat muhajirin menyoroti regulasi sistem pemilu serentak,neutral
2022-01-31 07:43:52+00:00,jakarta,kalo gitu cocoknya presiden,negative
2022-06-22 23:59:26+00:00,malang,menjelang pilpres isu alasan menjatuhkan lawan politik,neutral
2022-09-30 15:49:44+00:00,surabaya,klo daerahku org familiar dgn gak kenal ganjar efek pilpres kmren org kmpung menyimpan memori capres lawan jokowi kmren klo pilpres lg pilih prabowo katanyasemoga ato psg capres cwpr,neutral
2022-03-02 17:08:07+00:00,bekasi,partainya dah gak laku jual ketua dah gak layak bertanding kontestasi politik akibat tersandra pelbagai setuju penundaan pemilu sesuai maklumat lord menteri urusan,negative
2022-09-26 05:14:14+00:00,bogor,bismillahirrohmannirrohim warga jawa barat mendukung memilih mas mentri bumn erick thohir capres pilpres dukungan mengalir deras terbendung dr lapisan masyarakat kali masyarakat jawa barat,positive
2022-06-30 22:42:56+00:00,semarang,presidennya kalo sistem hukumnya msh spt skrg tdk berubah lbh faktanya indonesia sdh berganti bbrp kali pemimpin bukantaqwa tuh taqwa kpd hukum allah hukum buatan manusia,neutral
2022-04-14 08:10:40+00:00,malang,presiden joko widodo mewanti wanti masyarakat terprovokasi isu politik identitas gelaran pemilu,neutral
2022-05-27 15:26:55+00:00,malang,model gini pengin presiden ngurus jateng aja blepotan kampungku semenjak jateng dikuasai infrastruktur ancuran ambyar pokoke,negative
2022-11-29 13:09:50+00:00,jakarta ,agama jadikan alasan mengkotak kotak kehidupan negara,neutral
2022-08-24 11:58:22+00:00,bogor,semoga tdk bhw kelompok yg politik identitas pilpres semoga kelompok mempromosikan kehebatan pemikiran rencana langkah strategis menjadikan negara indonesia sbg negara yg aman masyarakatnya adil sejahtera,positive
2022-02-26 11:06:40+00:00, jakarta,amandemen pembuka pintu masuk presiden wapres melanggengkan periodesasi jabatannya jawabannya tergantung nafsuhasrat kekuasaaan yg dimiliki presiden wapres yg penguasa rezim,negative
2022-05-30 01:54:06+00:00, semarang,gak suka gak kepanasan diteriaki presiden pendukung anies gak kegeeran segar ingatan dihormati syiaap presidennya yg presiden,neutral
2022-10-29 16:31:15+00:00,malang,capres miskin ide gagasan isinya cmn konten socmed kek orang jualan skin care,negative
2022-06-30 11:55:12+00:00,jakarta,jgn sok plg hebat blm resmi jd capres sdh nyerang kanan kiriingat bs jd gubernur jasa diusung jgn jd kacang lupa kulitnya,negative
2022-06-30 10:03:47+00:00,semarang,gak pemilu mencalonkan politik identitas biang perpecahan,negative
2022-08-31 23:36:57+00:00,jakarta,seandainya tau lawan terberat pilpres amp mengalah pembantunya jokowi kabinet prabowo menyerahkan dukungan duet jokowi ahok pilkada logikaeson,neutral
2022-10-31 23:44:25+00:00,jakarta,insyaallah prabowo presiden tuk amin,positive
2022-08-31 06:44:52+00:00,jakarta,mendoakan semoga menang pilpres cawapresnya prabowo teratas unggul kerjanya,positive
2022-09-29 00:27:03+00:00,depok,dengarkan suara rakyat memaksakan berambisi rakyat menunggu the next presiden,positive
2022-03-31 09:23:18+00:00,bandung,mantab semoga berlaga pilpres kerja posting an kenangan pilpres,positive
2022-08-31 07:54:56+00:00,jakarta,kenyataan banget capres prabowo dipasangkan dgn berpotensi memenangkan kontestasi cawapresnya prabowo teratas unggul kerjanya,positive
2022-12-28 12:00:07+00:00,bogor,mengharapkan beliau semoga dilancarkan pilpres puan harapan rakyat,positive
2022-06-27 00:27:16+00:00,semarang,semoga terwujud pasangan anies ahy pilpres aamiin yarabbal alamin,positive
2023-01-31 21:40:40+00:00,jakarta,persoalannya tiketnya segi emas layak pemilu dilaksanakan,neutral
2022-09-26 11:06:20+00:00,surabaya,maju anis sukses pilpres,positive
2022-03-30 14:36:23+00:00, jakarta,lo ga malu gt menurunkan marwah jokowi presiden lo bandingkan seorg gubernur segitu ketakutan nya kah pasca ga dpt jatah nasi bungkus msh ketakutan nya dr,negative
2022-12-31 21:06:58+00:00,jakarta ,nih nipu hoax ngibul manaaaaaa lab nya presiden nipu,negative
2022-04-30 20:52:38+00:00,depok,sm aje kaya makartuh presiden yg sah msh adatiba main claim aje ente jd pleciden klo jd pleciden yaman sah aje negara lu lg chaos,negative
2022-11-30 11:31:37+00:00,jakarta,hadir hadir kegiatan agama doank gk cocok presiden,negative
2022-02-28 04:10:09+00:00,bandung,menggaungka pan pkb golkar mengusulkan penundaan pemilu kasihan tu yg kebelet presiden dijegat partai nggak nyesek tu,negative
2022-09-30 15:00:08+00:00, bandung,kasian buzeer anis kena preng anis maju kotanya bahagia rakyat nya nya anis presiden pendidikan maju bukti nya dki jakarta aja ga becus urus warga nya haduh halu lo ketinggian gila lo,negative
2022-02-23 06:51:07+00:00,jakarta,capresx wapres yg bkn meong no debat,negative
2022-09-30 06:53:40+00:00, jakarta,die sebenernya sih min presiden gubernur yah bikin festival nya sampe lampung kampanye hati hati min yg ngelaporin bawaslu lg kaya sebelah aja isinya prestasi prestasi beliau eh bilang kampanye terselubung,negative
2022-02-20 11:50:23+00:00,jakarta,gerombolan bani kadrun pengasong khilafah cari boneka capres pengganti anus bos edan yg diharapkan bonekanya utk memuluskan kepentingan bani kadrun menjadikan negara khilafah jgn biarkan indonesia dikuasai kelompok radikal,negative
2022-02-27 10:02:48+00:00, bogor,pernyataan sikap milenials purwakarta relawan beraksi jabar dukung anies baswedan maju pilpres,neutral
2022-06-29 14:46:08+00:00,bekasi,menertibkan gak gimana presiden arogan tuh fadlizon,negative
2022-07-30 13:08:51+00:00, jakarta,presiden orang jawa rasis namanya,negative
2023-01-30 14:54:45+00:00,bandung,semoga allah swt pertolongan memenangkan pilpres aamiin ya rabbal aalamiin,positive
2023-01-31 22:54:05+00:00,tangerang,perjuangkan kemenangan koalisi perubahan mengantarkan anies presiden yg,positive
2022-03-27 11:03:53+00:00, bandung,yth bp bp prabowo masuk dlm kabinet presiden jokowi periode terdengar kader yg menyerang pemerintah amp pro kelompok intoleran densus dibubarkan kelompok khilafah demo salam hormat rakyat merah putih,negative
2022-06-28 15:14:58+00:00,jakarta,hebat bpk petani boten egois harta penyaluran air yg bermanfaat sesamanya maju bpk insyaallah penerus bpk presiden,positive
2022-07-30 12:49:59+00:00,yogyakarta,mantap ganjar nyalon presiden ni,neutral
2022-01-28 12:37:38+00:00, surabaya,media bermain cantik lapangan bermain buruk jurus menghindar,negative
2022-01-28 12:40:22+00:00,surabaya,yg ngeyel ngeyel susah persatuan gimana pandangan capres,neutral
2022-05-31 11:47:21+00:00,bandung,seh seru partai nya cantumkan capres nya gak ya,neutral
2022-04-30 01:13:22+00:00, jakarta,beda kelas gubernur bijak si bodoh yg ngebet presiden kapasitas standar,negative
2022-01-26 09:34:24+00:00, jakarta,capres pujaan buzzerp bedak polesannya luntur,negative
2022-02-26 02:33:38+00:00,surabaya ,pandaiyang presiden kadrun,neutral
2022-11-30 06:42:51+00:00,tangerang,semoga dg kekuatan doa maju memenangkan pilpres menjadikan ganjar sbg presiden ri sosok pemimpin hebat negeri,positive
2022-06-29 01:35:46+00:00,surabaya,parah menjelang pemilu calon berlomba tampil bermuslim tp aib kebringasan dipertontonkan yg mulia yg yg berkaitan dgn allah seminim tdk publish amp halnya aib yg suka lihat bokep,negative
2022-06-29 05:09:47+00:00, jakarta,gua gk bilang ahok jd presiden drun yg milih jokowi gk yg milih wan got ya kalo seandainya ahok ama wan got gk wan got menang jualan agama lg aja wan got,negative
2022-05-23 19:51:10+00:00,jakarta,ane percaya dgn ucapan uas anya orang iri amp dengki yg memperolok ucapan uasini hubungan kali pilpres prabowo yg memenangkan dlm pemilu tsb sayang nya kali dicurangi bungkamhal dimanfaatkan cebong utk menjungkalkan kebenaran mimpi uas,negative
2022-10-31 23:32:37+00:00,jakarta,cak imin menyapa prabowo sebutan calon presiden capres,neutral
2022-08-29 04:26:33+00:00,yogyakarta,semoga anies bs maju pilpres pemimpin negeri,positive
2022-03-19 14:15:28+00:00,malang,terbesar jaminan proyek dilanjut pemenang pilpres penyebab gonjang ganjing merubah konstitusi,neutral
2022-04-21 19:16:04+00:00,jakarta,andai pemilu kandidat capres lord rangga anies baswedan pilih capres nomor urut,neutral
2022-06-29 05:05:26+00:00, jakarta,iyalah yg dukung jokowi persen emang milih wan got gk yg milih ahok pertamina aja lu kelojotan gimana jd presiden lu mampus berjamaah kali lu,negative
2023-01-31 23:27:05+00:00,jakarta,lha yg ijazahnya presiden yg ijazahnya asli ngga capres,negative
