datetime,location,label,text_clean
2022-05-31 15:40:52+00:00,Ngalam,neutral,untuk pendukung pak  janganlah menjelekan capres lain black campaign atau membully capres lain itu gak baik walopun berita negatif capres itu sdh banyak di google tp gak usahlah kalian angkat lagi untuk menyerang dia fokus sj dg capres kalian contoh berita 
2022-05-31 11:47:21+00:00,Bandung,neutral,ini seh seru partai nya harus cantumkan capres nya dulu gak ya
2022-05-31 19:29:02+00:00,Tangerang Selatan,neutral,keistimewaan twit pak anies apapun yg di tweet selalu trending rasaku bukan karena kontennya tapi krn nitizen nya seharunya pak ganjar tiru pak anies biar imbang pemilu nanti krn followernya anies jt vs ganjar jt gk imbang gk seru
2022-01-13 03:47:21+00:00,"Jakarta Pusat, DKI Jakarta",neutral,kepala divisi humas polri irjen pol dedi prasetyo memprediksi penyebaran hoax dan gerakan hitam mulai meningkat dari tahun ini
2022-01-28 03:27:36+00:00,"Jakarta, Indonesia",neutral,sekarang ini prosesnya yang berjalan ya itu yang jadi ketentuan kesepakatankesepakatan itu nanti ketika terjadi proses seperti apa ya nanti di jalan tentu akan ada penyesuaian kata wapres
2022-11-26 15:04:44+00:00,"Semarang, Jawa Tengah",neutral,hindari pemborosan anggaran sebaiknya pilpres satu putaran saja
2022-05-27 12:30:27+00:00,"Jakarta Pusat, DKI Jakarta",positive,perjuangan masyarakat untuk menghantarkan  untuk menjadi presiden  berlanjut di menteng atas jakarta selatan
2022-05-27 06:09:27+00:00,"Depok, Jawa Barat",neutral,ayu   lihat tweet jalan sama pak presiden kek santuy banget bliokek lagi jalan sama bapaknya aja 
2022-06-22 23:59:26+00:00,Malang,neutral,menjelang pilpres  semakin banyak isu ini sebagai alasan untuk menjatuhkan lawan politik
2022-05-30 23:14:43+00:00,Semarang,neutral,juga semua begitu kecuali capres dari kelompok anu
2022-11-27 10:03:11+00:00,"Malang, Jawa Timur",neutral,bangsa  bukan sombong setiap orang ada waktunya  jabatan mah cm titipan  udah selesai ya digantikan orang lain  jokowi jg bakal selesai kok  jadi kan lebih baik perjuangkan orang yg ente dukung dan senangi di pilpres nanti dngn menyosialisasikan ide dan gagasannya yg brilian 
2022-11-26 23:44:10+00:00,Jakarta,neutral,tp kita harus lawan jika kpu curang jangan pakai hitung cepatquick countagar tdk salah inputkantuntaskan konflik pilpres di kpu brsm bawaslu jika konflik pilpres di bawa ke mkpradugagt mk condong ke capres fihak penguasa tnipolri bersikaplah netral
2022-05-23 14:55:09+00:00,Jakarta,negative,wacana penundaan pemilu bukan hal yang bisa dianggap mainmain mengenai hal ini sudah pasti rakyat sudah sangat gerah dengan isu penundaan pemilu
2022-05-08 00:57:09+00:00,"Jakarta, Indonesia",negative,ali maksudnya sudah skenario keinginan dari awal rezim sekarang menunda  serta mengupayakan agar bisa   
2022-05-31 04:37:24+00:00,Surabaya,neutral,hya saran bagi para kandidat bertarung di capres       dll jika berjiwa nasionalis mghargai dmokrasi fairlah tuk tidak mencalonkan pilpres jika threshold  tak dikembalikan ke  jika lanjut anda bagian dari oligarki sendiri
2022-05-29 14:00:58+00:00,"Kota Bogor, Jawa Barat",neutral,capreskan saja para ketum parpol yang bener siap bertarung   hrt  hasan  saya yakin polarisasi media sosial akan sedikit berbeda setiap hari dimuakkan olah dua kelompok yg tak ada hentinya ejekan
2022-06-22 17:29:39+00:00,Bandung,neutral,hp  yups pilpres itu yang akan dipilih pasangan jangan terpaku hanya sama satu orang saja nanti bingung sendiri kalau pasangannya kontroversial 
2022-05-29 11:26:13+00:00,Bandung,neutral,ada  dgn pdip ada  dari pdip kira nama siapa capres yg akan dihabisi oleh koalisi besar sbg pion seolah demokrasi berjalan dgn benar
2022-05-24 12:48:06+00:00,Malang,negative,seperti nya  bergelora sekali mau masuk pilpres  nie sampai sampai belum saat nya kpu tuntas menyelesaikan tugas nya sudah mulai start kampanye 
2022-05-24 10:40:52+00:00,Jakarta,negative,rakyat cerdas harus bisa menilai bahwa era reformasi adalah momentum indonesia untuk keluar dari kediktatoran dan jangan sampai fakta pilpres di philipina terjadi pada pilpres  yg membuat reformasi mandeg krn antek orba berkuasa kembali
2022-11-29 00:11:58+00:00,"Jakarta, Indonesia",neutral,pilpres dan pileg digelar serentak ucap tjahjo
2022-11-28 23:36:25+00:00,Surabaya,neutral,mau lengkap atau sepotong inti pembicaraan adalah meminta ketegasan presiden untuk membela diri dan golongan pemenang pilpres  bukan ketegasan memimpin negara sebagai presiden semua pihak yang berlawanan saat pilpres
2022-05-23 17:09:46+00:00,Yogyakarta,neutral,waduuhgitu yaa kok bisa ketergantungan yg didukung pak jokowi punya peluang besar menang di pilpres  wollahu alam nisshowaf tggu tgl mainnya aja gk diaik i kerso  berjuangsiapa yg kerja keras itu lah yg dimuka al jadi aamiin
2022-05-23 15:41:55+00:00,Semarang,negative,artinya kordinasi sudah di lakukan bahwa anies harus terlihat nasionalis di mata org asing di sisi lain secara diam anies support somad amp pengikutnya utk terus berulah  buktinya mereka terus bersuara dukung anies maju pilpres
2022-01-28 18:10:21+00:00,Jakarta,neutral,perludem harapkan penyelenggara pemilu  yang kompatibel
2022-01-27 13:27:48+00:00,Malang,neutral,masih jauh tapi jadwalnya udah keluar aja
2022-01-27 07:42:45+00:00,"Jakarta, Indonesia",neutral,jangan sampai rakyat terbelah golkar siap kawal tahapan pemilu
2022-01-26 14:58:18+00:00,Bandung,positive,pemilu merupakan hajatan seluruh rakyat indonesia semua pihak harus bersuka cita dan mengedepankan semangat persatuan
2022-01-26 08:20:42+00:00,"Kota Malang, Jawa Timur",neutral,masa depan bangsa kita ada di tangan sahabat loh bersama kita jaga pemilu jaga demokrasi dan kita wujudkan keadilan pemilu salam awas
2022-01-25 15:47:16+00:00,Bandung,positive,kita berharap bahwa pelaksanaan pemilu pada  februari  yang bertepatan dengan hari kasih sayang betulbetul menyajikan pemilu yang sejuk tanpa perpecahan anak bangsa
2022-02-26 09:29:51+00:00,Jakarta,neutral,jangan buat gaduh lebih baik kader dan elite parpol turun ke masyarakat dan berikan edukasi politik terbaik agar pemilih berorientasi pada politik gagasan dan tidak mudah terpecah belah oleh pendekatan emosional hegemoni identitas
2022-02-26 03:17:32+00:00,"Jakarta, Indonesia",negative,stop rampas rakyat
2022-02-26 00:23:30+00:00,"Bekasi, West Java",negative,usulan masa kerja presiden diperpanjang adalah hal yg mengadangada mau jadi apa demokrasi kita klo ruang demokrasi itu sendiri ditutup oleh mereka yang katanya sangat pancasilais dan tak radikal  setujukah kmu masa kerja  diperpanjang
2022-03-02 04:35:36+00:00,Surabaya,neutral,kalian dipilih lewat jalur demokrasi jangan durhaka jangan kacanh lupa kulit  ingat demokrasi diperjuangkan dengan nyawa dan darah
2022-06-28 11:30:55+00:00,"Depok, Jawa Barat",negative,pemilu belum elo dapat data darimana suara nasdem turun drastis survey
2022-11-30 15:04:15+00:00,Semarang,neutral,erian buktikan pakkalau bapak tidak pakai politik identitas radikalisme di pilpres sekarang  thpolitik ada cara untuk mendapatkan kekuasan untuk kepentingan bisa saja dg mulut janji manis di suarakan untuk mendapatkan pecitraan diri cara kesuksesan masa lalu bisa di ulangi lagi
2022-11-30 13:41:29+00:00,Surabaya,negative,jelang pilpres saling serang yg merasa kalah kebingungan dengan segala cara dihalalkan contoh yg tak baik di pertontonkan oleh seorang presiden jokowi yg menggiring rakyat nya untuk memilih seorang capres
2022-06-26 10:00:07+00:00,Yogyakarta,neutral,komitmen tokoh dan elite politik dibutuhkan untuk menghentikan polarisasi di masyarakat yang memicu konflik dan dapat berakibat pada pembelahan masyarakat
2022-06-24 06:56:37+00:00,Jakarta,neutral,gimana kalau ternyata  diundur  tahun hayo lho ri id  ri perjuangan   undur saja  tahun utk  menjadi  tambahkan  thn pada masa jabatan presidenwapres menjadi  tahun amp  periode begitu
2022-06-15 19:52:23+00:00,Bandung,neutral,parpol sadari daya rusak polarisasi
2022-06-15 11:10:09+00:00,"DKI Jakarta, Indonesia",neutral,kami minta untuk mulai dikaji sehingga bisa dipakai sistem itu tetapi dari segi keamanan teknologi harus terjamin dan bisa diaudit forensik  id
2022-06-14 15:22:20+00:00,Tangerang,neutral,tahapan pemilu  dimulai hari ini
2022-06-29 14:49:06+00:00,Malang,neutral,masih ada keterikatan dgn cendana   dah lahhh mending kyk pdip yg penting elektabilitas partai gak usah ketum partai nyalon kader yg muda dan berintegritas syarat usia  tahun capres masih berlaku
2022-06-29 11:32:22+00:00,"Bandung, Indonesia",neutral,awalnya pilkada dki jkt  jokowi dibesarkan oleh   akan tetapi pd pilpres  dan  harus berhadapan prabowo vs jokowi hasilnya x prabowo terpaksa hrs terima kekalahan  prabowo akan bertarung lagi dgn capres yg di usung jokowi
2022-02-28 23:37:25+00:00,Jakarta,negative,apalah artinya semua itu klo pas pemilihan pilkada dan pilpres masih bisa di bohongi dengan citra terlebih fanatisme buta akan sosok politisi
2022-11-30 16:39:12+00:00,Bandung,neutral,setiap pilpres dan piala dunia pasti pada saling ejek ejekan gontok gontokan memastikan kalo pilihannya yang paling unggul dan terbaik  aku mah netral semua aku support  menang kalah udah biasa dalam pertandingan jadilah supporter yang bijak 
2022-07-31 20:32:44+00:00,"Depok, Indonesia",negative,dumdum  nampol mas kena skak nih kadrun dia kira muslim nkri senang politik identitas politik yg nyata merusak persatuan kadrun ini salah opini krn muslim nkri pun mematok syarat kemampuan kinerja bg calon pemimpin berkaca pd kebijakannya di dki anies gak layak jd presiden itu
2022-07-31 20:05:56+00:00,"DKI Jakarta, Indonesia",neutral,calon pemimpin negara itu pasti dekat dgn budaya budaya itu akar dr pohon besar yg di sebut indonesia paham nggih bapak jgn hanya dgn ucapan tapi tindakan     hrt    tanoe      tweet
2022-04-13 13:35:31+00:00,DKI Jakarta,neutral,bahas pemilu  itu seru tp akan jd ada bumbu manis dalam pilkada serentak dan mohon tahan emosi ya jika pasangan yg maju tdk sesuai espektasi siapkan calon pemimpin daerah kita agar daerah kita semakin maju dan dpt bersaing satu sama lain untuk kemajuan nkri
2022-07-31 04:49:48+00:00,malang,neutral,ealah kok bisa ya saling sikut sampai akhir zaman hanya demi dilihat bahwa tim capres yg terbaik dari khusluk   ta pak  dan dibalas ae dgn prestasi ya pak
2022-04-21 02:40:11+00:00,Yogyakarta,neutral,presiden dan wapres tetap patuh konstitusi tidak ada penundaan pemilu atau  periode
2022-04-14 08:10:40+00:00,Malang,neutral,presiden joko widodo mewantiwanti supaya jangan ada lagi masyarakat yang terprovokasi isu politik identitas di gelaran pemilu
2022-07-31 23:43:12+00:00,"DKI Jakarta, Indonesia",neutral,sekaligus menetapkan visi misi amp program presiden terpilih menjadi gbhn anggaran pilpres amp pilkada dialihkan menjadi bonus partai yg calegnya melenggang ke senayan sbg ganti biaya kampanye yg relawan keluarkan  bagi sembako sama dgn sindir presiden  amp perjuangan 
2022-07-30 23:36:25+00:00,"DKI Jakarta, Indonesia",neutral,kata pendukung beratnya sih diakan cuma mantri komando ada di presiden 
2022-07-30 13:08:51+00:00,"DKI Jakarta, Indonesia",negative,d   presiden harus orang jawa itu baru rasis namanya
2022-03-02 04:00:40+00:00,Jakarta,neutral,dan terjadi lagi kisah lama yang terulang kembali  kau temukan lagi dari cinta koalisi rumit yang kau jalani
2022-03-01 02:17:18+00:00,"Tangerang, Indonesia",neutral,jangan pemilu yang ditunda tapi perangnya yang ditunda
2022-04-21 07:43:49+00:00,"Bandung, Jawa Barat",neutral,sudah cukup ya demonya
2022-04-21 05:50:46+00:00,Malang,neutral,jadilah masyarakat cerdas yang mampu memilah dan memilih tindakan apa yang dilakukan jangan memenangkan ego semata
2022-07-11 02:51:01+00:00,"Bandung, Jawa Barat",neutral,ikn pulihkan ekonomi aparat birokrasi diimbau tak berpolitik
2022-07-19 19:22:13+00:00,Jakarta,neutral,fungsi presidential threshold salah satunya adalah menstabilkan pemerintahan presiden
2022-09-30 07:31:01+00:00,Indonesia,positive,salah satu aspek kenegaraan yang harus segera dibenahi pak  ketika terpilih menjadi presiden ri periode  adalah membereskan sdm para pejabat negara khususnya para penegak hukum
2022-06-22 23:24:39+00:00,"Jakarta Timur, DKI Jakarta",neutral,bima tandanya pilpres sdh dekat
2022-01-31 12:36:14+00:00,"DKI Jakarta, Indonesia",positive,amoura  colin   tagar masyaallahsemoga beliau jadi presiden kita  yah aamiin
2022-01-31 10:14:36+00:00,"DKI Jakarta, Indonesia",positive,saatnya indonesia dipimpin oleh orang cerdas berwibawa adil tegas
2022-01-31 06:05:04+00:00,Malang,positive,semoga diberi kesempatan untuk bisa liputan bola lagi di jakarta khususnya jis amp bisa menikmati fasilitas umum di jakarta saat ini   mohon maaf bukan bermaksud kampanye soal pak  nyapres   tapi klopun nyapres ya monggoooo
2022-01-30 23:03:46+00:00,"DKI Jakarta, Indonesia",negative,lagi maen presiden kah wan abud
2022-01-30 16:48:15+00:00,"Jakarta Capital Region, Indone",negative,ekokuntadhi duh pak pak agama terus yg dipakai utk persiapan kampanye pilpres ngga cukup akibat dari kampanye pilgub dki kemarin agama allah dipakai hingga akhirnya ramai benci antar sodara sahabat senegara terpecah belah bagaimana nanti tanggungjawab kepada sang khalik
2022-01-31 11:11:32+00:00,"DKI Jakarta, Indonesia",negative,gudel  kepri     tukang fitnah sampah pilpres gabung pilkada dki sampai sekarang gentayangan di medsos
2022-01-31 05:01:58+00:00,Depok,neutral,gara gara pak   makanya pak  jadi presiden
2022-01-31 14:38:30+00:00,"DKI Jakarta, Indonesia",neutral,udah ambil ancang ikn hrs berdiri siapapun presiden nya khawatir anies presiden nasib nya seperti reklamasi
2022-01-31 23:18:54+00:00,Depok,positive,senewen amatdimana ada pak   disitu dua partai merah kepanasan  awas loh kepincutnanti malah melamar pak anies jadi capres lagi
2022-01-31 16:25:49+00:00,"Kota Surabaya, Jawa Timur",neutral,oh jadi partai ppp mau dukung  capres toh  ora bakal menang
2022-01-31 11:30:56+00:00,"DKI Jakarta, Indonesia",negative,ppp  siapa yang duluan mengusung anies di pilpres nanti pasti saya coblos partainya
2022-01-31 07:21:06+00:00,"Jakarta Selatan, Indonesia",negative,id biasabiasa saja tdk perlu dibesarbesarkan hehehehe  klo pak  jadi presiden bung  mimpi ya jadi menterinya menteri koplak 
2022-01-31 00:13:02+00:00,Jakarta,positive,bismillah ppp berkoalisi dengan  mendukung  untuk presiden  yuk partai lain silahkan ikut bergabung
2022-01-30 16:53:33+00:00,"Yogyakarta, Indonesia",negative,mana nyampe mikir seperti pak presiden   cocok jadi guru les bahasa inggris
2022-01-30 15:19:42+00:00,"Kota Surabaya, Jawa Timur",positive,enak biangeett emang jd anak penurut  kayak baginda  capres ke  ini  point nya hanya satu manut jd gampang di manfaatkandll  dasar nya aku jd anak bebas bebal pemberontak ya gini deh jd nya 
2022-01-31 23:55:56+00:00,Depok,negative,dewe     gatot   lah kan cuma presiden pks
2022-02-28 23:36:03+00:00,Jakarta,neutral,ganjar dan anies merupakan tiga tokoh teratas yang dirujuk publik untuk menjadi calon presiden     masih dominan
2022-02-28 10:54:54+00:00,"Bandung, Indonesia",positive,sikap bijak itu ada sama pak     presiden ri  yang bijak menterinya akan bijak  udah nggak sabar dipimpin oleh pak
2022-02-28 10:48:15+00:00,"Bandung, Indonesia",positive,pak  siap ya partai buruh bisa jadi dukung bapak untuk jadi presiden ri
2022-02-27 15:04:13+00:00,"DKI Jakarta, Indonesia",neutral,achmadi  giring mh udh gitu dari kmren bg msh pengen jokowi jdi presiden padahal rakyat pengen tu jokowi mundur
2022-02-28 19:03:30+00:00,"Jakarta Utara, DKI Jakarta",negative,ogaaahpake banget siapapun capres  jangan rekrut mereka jd relawan kalian  voter boleh relawan jangan
2022-02-27 01:40:15+00:00,"DKI Jakarta, Indonesia",negative,bacot munafik yg hanya ahli tata kata bae  btw si anus sdh punya ticket capresnkah punya modal berapa parpolnya siapa  siap dipanggil ri  setelah  oktober  semogaaaaaaaaaaaaa
2022-02-28 12:00:43+00:00,"Jakarta, Indonesia",neutral,kalo saat ini dari mereka ada yg bisa lebih unggul dari  gak akan mereka mau tunda pemiluakal sehat
2022-02-28 11:38:25+00:00,Surabaya,negative,sridianava  di endonesah semua salah giodbener   makanya ada wacana pemilu di undur ama jokowi  periode
2022-02-28 10:17:53+00:00,"Depok, Jawa Barat",negative,ekonomi meroketditandai naiknya harga minyak goreng kedelai telur daging sapi gas non subsidi  publik puas sekalian az seumur hidup ga usah nunda pemilu wkwkwkwkwkwk
2022-02-28 08:11:49+00:00,Tangerang,negative,salah anies baswedan dong minyak goreng langka bisa diatasi jika pemilu ditunda dananya buat beli migor murah buat rakyat ahiw
2022-02-28 05:35:27+00:00,"Jakarta Barat, DKI Jakarta",negative,anda hebat pak dan contoh yang baik pemilu mau di undur pak gmn nih udah begah ruweeeet nya
2022-02-28 03:33:17+00:00,"Jakarta Capital Region, Indonesia",negative,karena pak  menang telak dan partainya sudah di jauhi rakyat mereka juga tahu itudari mulai perpanjangan masa jabatan presiden hingga yg terbaru pemilu tertutup ujungnya mereka ingin curang
2022-02-28 02:01:10+00:00,"DKI Jakarta, Indonesia",neutral,lubis   menunda pemilu krn alasan ekonomi tapi joran kekeuh ingin ikn baru walaupun ekonomi masih susah
2022-02-26 12:08:21+00:00,"DKI Jakarta, Indonesia",neutral,oh ini toh alasannya kenapa pemilu  nanti mau diundur kalau ada parpol yang mengusung mereka jadi ri  dan ri   ga akan ada saingannya 
2022-02-26 09:16:24+00:00,Jakarta Indonesia,neutral,tapi tdk berarti nasi sudah menjadi bubur kan  karena para ketum partai yg minus kandidat pesimistis utk melakukan pemilu  dg berbagai alasan  harapan rakyat negara ini diurus oleh yg punya gagasan nasional utk negeri dan punya trackrecord yg nyata sesuai dg janjinya
2022-02-27 10:02:48+00:00,"Kota Bogor, Jawa Barat",neutral,pernyataan sikap milenials purwakarta relawan beraksi jabar dukung anies baswedan  maju pilpres
2022-03-31 17:01:09+00:00,Jakarta ,positive,presiden  akan membuktikan kualitas hebatnya ketika memimpin negeri ini di  onward suka atau tidak suka inilah realitanya
2022-03-31 03:55:07+00:00,"Kota Surabaya, Jawa Timur",positive,idha ya semoga bpk  terus menggetarkan hati nurani di seantero nusantara utk mendukung beliau sbg presiden ri  nanti
2022-03-30 15:55:13+00:00,"Jakarta Pusat, DKI Jakarta",positive,saat ini masyarakat jakarta bangga dengan gubernurnya semoga tahun  masyarakat indonesia bangga dengan presidennya terimakasih pak goodbener
2022-03-30 14:36:23+00:00,"DKI Jakarta, Indonesia",negative,lo ga malu gt menurunkan marwah jokowi seorang presiden lo bandingkan sama seorg gubernur segitu ketakutan nya kah pasca  ga dpt jatah nasi bungkus  msh lama ketakutan nya masa dr sekarang 
2022-03-30 14:11:16+00:00,surabaya,negative,miris begitu ngimpi jadi presiden 
2022-03-30 03:21:51+00:00,"Jakarta, Indonesia",positive,mantaabbb pak jokowi  jaga kesehatan selalu pak saya turut mendoakan semoga  mas anies baswedan  yg menggantikan bapak sebagai presiden aamiin yaa robbal alaamiin
2022-03-31 06:24:33+00:00,"DKI Jakarta, Indonesia",negative,entar dipakai utk menyerang  jika capres di  tahukan cebong yg suka membolak balikan fakta
2022-03-30 04:41:01+00:00,"Kota Semarang, Jawa Tengah",neutral,beberapa waktu yang lalu sekjen perjuangan  membuka opsi pasangan capres  dengan cawapres ri apakah anda setuju dengan wacana ini
2022-03-30 08:17:31+00:00,Jakarta,neutral,mp   dukung ahy anies di pemilu  nanti
2022-03-31 09:52:49+00:00,"Jakarta, Surabaya",positive,semoga pak  kelak menjadi pemimpin negeri ini  lbh komplet lagi  kalau mas  yang jadi wakilnya agar arah bangsa ini menjadi jelas gitu aja sih harapanku
2022-04-30 20:52:38+00:00,"Indonesia, DEPOK",negative,asmara  ri ini kan sm aje kaya makartuh presiden yg sah msh adatiba main claim aje ente jd pleciden  klo jd pleciden yaman itu sah aje secara negara lu kan lg chaos
2022-04-30 17:26:40+00:00,"Bogor, West Java",positive,mantap makin yakin  presiden ri dan  partainya
2022-04-30 16:30:32+00:00,Jakarta,negative,gw yakin lo dah dapat info kalo kaos tsb dari simpatisan yg ingin anies jadi presiden kalo mang dasar benci mo dilakukan apa aja juga lo gak suka semua lo spin karna ada setan di pembenci kasian
2022-04-30 14:42:08+00:00,Surabaya,negative,firman   ngebet banget jadi presiden
2022-04-30 14:40:00+00:00,"Semarang, Indonesia",negative,menghalalkan segala cara agar  jd gubernur  maaf cukup dki jangan sampai jd presiden
2022-04-30 14:12:36+00:00,"DKI Jakarta, Indonesia",negative,presiden kadrun cocok sekali wan anus  si racun politik indonesia
2022-04-30 12:18:19+00:00,"Semarang Tengah, Indonesia",negative,firman   presiden depe nol persen
2022-04-30 12:00:46+00:00,"DKI Jakarta, Indonesia",negative,haaaaaa di tolak d mana mana halus jadi presiden nis nis dah jadi pengangguran aj lah rawat burung d rumah iya nga
2022-04-30 11:29:52+00:00,Jakarta-Indonesia,positive,top markotop   good job   mr president ri
2022-04-30 11:11:30+00:00,"Kota Surabaya, Jawa Timur",positive,yaa allaah di bln romadhonmu yg mulia ini hamba mohon semoga engkau dg seluruh kekuatan alam nusantara yg indah ini menjdkan bpk  dan  sbg presiden amp wakil presiden nkri  nanti aamiin
2022-04-30 23:34:52+00:00,Jakarta,neutral,saya rasa para calon capres spt  gak punya wkt utk sedih liat cara pendukungnya yg militanrasis spt juga  yg gak ambil pusing pada kelakuan pendukungnya
2022-04-30 15:27:03+00:00,Jakarta,positive,for president    sangat layak untuk memimpin negeri ini cerdas adil amanah  ayo tambahkan lagi
2022-05-31 13:19:57+00:00,"DKI Jakarta, Indonesia",positive,gubernur yg tdk pernah mndptkan  wtp saja bisa jadi presiden bgmn dg gubernur yg tiap tahun sllu panen wtp tentunya akan smakin berpeluang besar krn wtp mrpkan barometer seorg pemimpin dlm mengelola keuangan negara  mmg ok
2022-05-31 08:42:30+00:00,"Yogyakarta, Indonesia",negative,yang cerdas pasti paham inilah cerminan real yg tidak dibuat buat artinya pak  memang blom pantas utk jadi presiden ri ko banyak anggaran kelebihan bayar terus ini artinya beliau tak mampu dan tak punya skill dalam mengelola keuangan daerah apalagi negara
2022-05-31 08:43:35+00:00,"DKI Jakarta, Indonesia",neutral,ga kerja apa elektabilitas di pantatin itu sianussemua survei menangin ganjar cuman survei pesanan si anus ini dia yang menang pede pula mau capres 
2022-05-31 22:51:39+00:00,Jakarta,neutral,adic    maju jalan grak kl maju nyapres ya silahkan kl kalah kayak yg udah udah ya jangan ngambek
2022-05-31 16:33:08+00:00,"DKI Jakarta, Indonesia",negative,introspeksi brarti calon mu si  tidak disukai mayoritas penduduk indonesia belum saatnya nyaprespaham
2022-05-31 16:05:50+00:00,"Tangerang, Banten",neutral,jika mas  biidznillah jd presiden ri ke  tahun  nanti boleh dituliskan harapan masyarakat tl 
2022-05-31 08:54:04+00:00,"Semarang, Jawa Tengah",negative,gallo    silalahi     lah si bego  yang kejebak itu elu sedangkan mereka tetep menang  jd saran lu apa nanti pas pemilu  golput dengan membiarkan surat suara lu dimanfaatkan mereka atau lu pinter dgn ttp dtg ke tps lalu lu bikin surat suara lu gak sah misal dgn lu coblos semua muka calon
2022-06-30 23:55:55+00:00,Bandung,positive,pak  sebaiknya mendirikan partai lalu mencalonkan diri sebagai presiden ri
2022-06-30 18:50:59+00:00,"Bogor, West Java",negative,capres itu calon presiden kerja nya nol gede  baru calon kok sudah dinilai kerja nya kerja jadi pejabat yg terbukti tepati janji cuma  yg lain nol prestasi termasuk presiden yg malah membawa kesengsaraan bagi rakyat indonesia menilai berdasar fakta
2022-06-30 17:39:16+00:00,Jakarta,negative,nih lanjutkan gelombang anies baswedan inihancurkan rezim laknatullah negeri ini saat nya  untuk bpk  presiden ri
2022-06-30 16:23:01+00:00,"Jakarta, Indonesia",positive,yang setuju pak  jadi presiden ri  untuk indonesia lebih baek bebas dari oligarki pribumi jaya di negeri sendiri rt dan like sebanyakbanyaknya
2022-06-30 11:58:38+00:00,Surabaya,positive,sepakat  akademisi pemimpin berhasil bangun dki cocok jadi presiden ri
2022-06-30 11:54:07+00:00,"Tangerang, Banten",neutral,muzda   ckup jawab aja ga usah banyak ngebantah ada ga gub selain jokowi yg ditengah jalan nyalon presiden 
2022-06-30 08:21:38+00:00,Jakarta,negative,gini mau jadi presiden rakyatnya di bikin ribetada istilah kenapa di bikin mudah kalau bisa di bikin ribet nasiprakyat
2022-06-30 07:59:43+00:00,"DKI Jakarta, Indonesia",positive,siap dukung  presiden ri
2022-06-30 05:28:22+00:00,"Bogor, West Java",positive,insyaa allah kalau presiden indonesia nya   negara kita akan kembali bersatu adil makmur dan sejahtera indonesia bertaqwa
2022-06-30 22:42:56+00:00,Semarang,neutral,siapapun presidennya kalo sistem hukumnya msh spt skrg maka tdk mungkin akan berubah lbh baik faktanya indonesia sdh berganti bbrp kali pemimpin toh sama saja bukantaqwa disini tuh taqwa kpd hukum allah bukan hukum buatan manusia
2022-06-30 10:03:47+00:00,Semarang,negative,lebih baik  gak usah ikut pemilu jika malah mencalonkan  bapak politik identitas biang perpecahan
2022-06-30 16:59:29+00:00,Bandung,negative,homb   dumdum   si anis hanya jd penonton kontestasi pencapresan endgame nis
2022-07-31 15:19:26+00:00,Jakarta,negative,as  demi pemilu dia harus berhijab
2022-07-31 12:08:47+00:00,Jakarta,negative,marm langsung aja pak  di jadikan presiden kalo uang untuk pemilu tak ada
2022-07-31 05:18:58+00:00,"Kota Surabaya, Jawa Timur",negative,budimab  waras  kyaknya nanti yg akan jd calon menteri pertuyulan menteri keuangan 
2022-07-31 12:32:14+00:00,"DKI Jakarta, Indonesia",neutral,emang kritikan anda yakin bakal di dengar   emang siapa sih sosok  yang bisa mencermati tindak tanduknya capres trus bisa kritik habisn kl salah
2022-07-31 07:35:55+00:00,"Jakarta Selatan, DKI Jakarta",negative,achtung  achtung  selama anak perempuan  tidak berhijab  saya tidak akan dukung anies sebagai capres  cc
2022-07-31 06:02:23+00:00,"Tangerang, Banten",neutral,junjungan umat islam nabi muhammad saw tidak kepada para ulama pejabat apalagi capres  ikuti ulama yg tidak dekat dengan penguasa itu dalilnya ada agar kita tidak tersesat oleh ulama suu cintai nabi muliakan ulama hormati ortu
2022-07-31 04:53:41+00:00,Jogjakarta, negative,kandidat capres yg bagus hanya anies dan ridwan k yg lain sepertinya hanya menang di sosmed aja  apalagi anak titipan oligarkhi yg hy bs bentak kayak singkek
2022-07-31 04:02:53+00:00,Tangsel ,neutral,biarkanlah itu wilayah pribadinya pak anies yang menurut saya tidak ada hubungannya dengan elektabilitas capres yang lebih penting di antara capres yang ada pak anies lah yang jelas jelas sudah terlihat konsisten dan sejalan dengan perjuangan ke islaman nya
2022-07-31 03:43:42+00:00,"Kota Semarang, Jawa Tengah",neutral,memang mungkin jk    jg bulat usung duet ini tp jadi mustahil jk tiga parpol tersebut usung cawapres dari masing parpol nya sendiri eforia selama ini bagus dalam bulat usung anies capres tapi belum tentu cawapresnya
2022-07-31 13:15:58+00:00,Jakarta,negative,ternyata  dapet amplop langsung dari bu mega berisi tiket jadi caprescawapres tapi barengan sama  mampus tuh buzzer sama kadrun hahahaha
2022-08-31 19:26:14+00:00,Jakarta,neutral,dharmi  perjuangan nah ini mungkin bisa diterima tawaran pada pokoknya  tdk disisi sebelah anies kudu capres walau berpasangan dgn siapapun  dalil  berdasarkan track record dan data impirik
2022-08-31 14:53:22+00:00,"Yogyakarta, Indonesia",neutral,hrt   setuju aja sih kalau capreswapresnya selain airlanggahehe
2022-08-31 08:59:54+00:00,Jakarta,negative,idn    daripada ini capres bokep mania
2022-08-31 08:34:17+00:00,Bandung ,positive,lagu     pak haji ganjar pranowo sh mip  capres number one  in general election   top  elektabilitas   jokowi  after   di jamin anti radikalis anti korupsi dan prestasi nya  kalau yang lain sih entah lah dan gak jamin
